                  螺纹主连 (RBL8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      时间,    开盘,    最高,    最低,    收盘,         成交量,EXPMA1.EXP0  ,EXPMA1.EXP1  ,EXPMA1.EXP2  ,EXPMA1.EXP3  ,EXPMA1.EXP4  ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      , VOL1.VOLUME, VOL1.MAVOL1, VOL1.MAVOL2, VOL1.MAVOL3, VOL1.LB    , VOL1.FZFL  , VOL1.分布  , VOL1.      , VOL1.      , VOL1.      , VOL1.      , VOL1.      ,LH_RQ.REDIAN,LH_RQ.GWANG ,LH_RQ.FL    ,LH_RQ.SL    ,LH_RQ.NORMAL,LH_DKCD.多头长度_S,LH_DKCD.多头长度,LH_DKCD.多头长度_L,LH_DKCD.空头长度_S,LH_DKCD.空头长度,LH_DKCD.空头长度_L,LH_KL.多头  ,LH_KL.空头  ,LH_KL.靠拢  ,TTEST.多头  ,TTEST.空头  ,LH_KT.空进攻,LH_KT.空调整,LH_KT.空中继34,LH_KT.空中继23,LH_KT.空中继12,LH_KT.抽MA4 ,LH_KT.抽MA3 ,LH_KT.抽MA2 ,LH_KT.抽MA1 ,LH_KT.超买  ,LH_KT.超买L ,LH_KT.反弹初,LH_KT.反弹中,LH_BSP.LABEL_BSP,LH_BSP.弱势  ,LH_DF_SLP.DF01  ,LH_DF_SLP.DF12  ,LH_DF_SLP.DF23  ,LH_DF_SLP.DF34  ,LH_DF_SLP.SLP0  ,LH_DF_SLP.SLP1  ,LH_DF_SLP.SLP2  ,LH_DF_SLP.SLP3  ,LH_DF_SLP.SLP4  ,LH_DF_SLP.MS0   ,LH_DF_SLP.MS1   ,LH_DF_SLP.MS2   ,LH_DF_SLP.MS3   ,LH_DF_SLP.MS0_HT,LH_ZDF.LS    ,LH_ZDF.US    ,LH_ZDF.MAB   ,LH_ZDF.ZFS   ,LH_ZDF.MA_US ,LH_ZDF.MA_LS ,LH_ZDF.LABEL_BSP,LH_ZDF.BIAS0 ,LH_ZDF.BIAS1 ,LH_ZDF.BIAS2 ,LH_ZDF.BIAS3 ,LH_ZDF.BIAS4 
 2022/11/07-10:00,3542,3544,3536,3536,26402,3545.93,3554.48,3558.93,3556.99,3546.34,0,0,0,0,0,0,0,0,0,26402,24560.5,32650.78,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,           ,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.67,-1.25,0.55,2.99,999.3,999.45,999.67,999.8,999.95,999.6,999.59,999.75,999.86,999.39,0,2,5.15,1.17,2.4,1.75,0,-2.54,-5.2,-6.44,-5.9,-2.92
 2022/11/07-10:05,3535,3543,3535,3537,18027,3544.15,3552.82,3557.86,3556.34,3546.19,0,0,0,0,0,0,0,0,0,18027,21746.4,31726.15,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,           ,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7,-1.42,0.43,2.85,999.5,999.53,999.7,999.82,999.96,999.53,999.56,999.73,999.84,999.4,0,6,5.1,0.39,2.6,1.65,0,-1.75,-4.45,-5.86,-5.44,-2.59
 2022/11/07-10:10,3537,3539,3531,3532,25000,3541.72,3550.84,3556.6,3555.54,3545.95,0,0,0,0,0,0,0,0,0,25000,21183.8,31568.7,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,           ,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.84,-1.62,0.3,2.7,999.31,999.44,999.65,999.78,999.93,999.4,999.49,999.68,999.81,999.41,1,2,5.2,0.96,2.7,1.55,0,-2.46,-5.3,-6.92,-6.62,-3.93
 2022/11/07-10:15,3532,3534,3526,3527,38648,3538.77,3548.57,3555.15,3554.6,3545.64,0,0,0,0,0,0,0,0,0,38648,22466.6,31656.18,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,           ,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.06,-1.85,0.16,2.52,999.17,999.36,999.59,999.74,999.91,999.32,999.45,999.65,999.78,999.24,1,2,5.3,0.94,2.7,1.5,0,-3.02,-6.08,-7.92,-7.77,-5.26
 2022/11/07-10:35,3530,3534,3526,3529,29891,3536.82,3546.7,3553.88,3553.76,3545.36,0,0,0,0,0,0,0,0,0,29891,23020.4,31436.95,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,           ,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.08,-2.02,0.03,2.36,999.45,999.47,999.64,999.76,999.92,999.36,999.45,999.64,999.77,999.31,3,4,5.25,0.19,2.75,1.65,0,-1.91,-4.99,-7,-6.97,-4.62
 2022/11/07-10:40,3528,3538,3528,3529,25972,3535.25,3545.02,3552.67,3552.95,3545.09,0,0,0,0,0,0,0,0,0,25972,22828.3,29482.7,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,13,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.03,-2.15,-0.08,2.21,999.56,999.52,999.66,999.77,999.92,999.37,999.45,999.63,999.76,999.5,0,9,5.25,0.19,3.1,1.55,0,-1.48,-4.52,-6.66,-6.74,-4.54
 2022/11/07-10:45,3528,3532,3524,3525,21408,3533.2,3543.11,3551.32,3552.03,3544.76,0,0,0,0,0,0,0,0,0,21408,23496,28791.65,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,14,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.07,-2.31,-0.2,2.05,999.42,999.46,999.62,999.74,999.91,999.4,999.46,999.63,999.75,999.49,1,4,5,0.6,3.25,1.5,0,-2.04,-5.11,-7.41,-7.61,-5.57
 2022/11/07-10:50,3526,3532,3524,3530,13425,3532.56,3541.86,3550.28,3551.31,3544.52,0,0,0,0,0,0,0,0,0,13425,23455.5,28352.22,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,15,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.86,-2.37,-0.29,1.91,999.82,999.65,999.71,999.8,999.93,999.56,999.53,999.66,999.77,999.62,2,2,5.05,0.79,3.25,1.5,0,-0.48,-3.35,-5.71,-6,-4.1
 2022/11/07-10:55,3531,3534,3529,3532,11136,3532.45,3540.92,3549.38,3550.68,3544.31,0,0,0,0,0,0,0,0,0,11136,22928.3,27883.53,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,16,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.58,-2.38,-0.36,1.79,999.97,999.73,999.75,999.82,999.94,999.69,999.59,999.68,999.78,999.89,2,2,5.1,0.2,2.7,1.45,0,0.06,-2.52,-4.9,-5.26,-3.47
 2022/11/07-11:00,3532,3536,3530,3535,10343,3532.96,3540.36,3548.68,3550.16,3544.16,0,0,0,0,0,0,0,0,0,10343,22025.2,27279.43,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,17,5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.22,-2.34,-0.42,1.69,1000.14,999.84,999.8,999.86,999.96,999.84,999.67,999.72,999.8,1000.06,2,1,3.9,0.77,2.75,1.55,0,0.71,-1.51,-3.86,-4.27,-2.58
 2022/11/07-11:05,3535,3536,3530,3531,12507,3532.57,3539.47,3547.82,3549.54,3543.94,0,0,0,0,0,0,0,0,0,12507,20635.7,26986.5,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,18,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.06,-2.35,-0.48,1.58,999.89,999.75,999.76,999.82,999.94,999.96,999.74,999.75,999.82,1000.02,1,1,3.7,1.08,2.65,1.6,0,-0.33,-2.39,-4.74,-5.22,-3.65
 2022/11/07-11:10,3531,3532,3525,3528,14635,3531.65,3538.37,3546.85,3548.83,3543.68,0,0,0,0,0,0,0,0,0,14635,20296.5,26711.05,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,19,7,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.01,-2.39,-0.56,1.45,999.74,999.69,999.73,999.8,999.93,999.94,999.75,999.76,999.83,999.82,3,1,3.3,0.91,2.6,1.75,0,-0.92,-2.93,-5.32,-5.87,-4.42
 2022/11/07-11:15,3527,3530,3525,3527,8450,3530.72,3537.29,3545.88,3548.11,3543.4,0,0,0,0,0,0,0,0,0,8450,18641.5,26555.7,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,20,8,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.97,-2.42,-0.63,1.33,999.74,999.69,999.73,999.8,999.92,999.88,999.74,999.75,999.82,999.74,2,3,3.25,0,2.55,1.7,0,-0.93,-2.91,-5.33,-5.95,-4.63
 2022/11/07-11:20,3528,3533,3527,3531,12377,3530.78,3536.69,3545.16,3547.55,3543.19,0,0,0,0,0,0,0,0,0,12377,16014.4,26532.75,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,21,9,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.76,-2.39,-0.67,1.23,1000.02,999.83,999.8,999.84,999.94,999.85,999.74,999.75,999.82,999.88,1,2,3.2,0.94,2.6,1.55,0,0.16,-1.61,-3.99,-4.67,-3.44
 2022/11/07-11:25,3531,3535,3527,3534,12544,3531.42,3536.44,3544.61,3547.11,3543.04,0,0,0,0,0,0,0,0,0,12544,14279.7,26512.95,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,22,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.47,-2.31,-0.7,1.15,1000.18,999.93,999.85,999.87,999.96,999.92,999.79,999.77,999.83,1000.1,4,1,3.05,0.98,2.65,1.7,0,0.78,-0.69,-2.99,-3.7,-2.55
 2022/11/07-11:30,3534,3534,3526,3530,13013,3531.14,3535.82,3543.9,3546.55,3542.83,0,0,0,0,0,0,0,0,0,13013,12983.8,26535.95,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,23,11,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.37,-2.28,-0.75,1.05,999.92,999.83,999.8,999.84,999.94,999.96,999.82,999.79,999.84,1000.05,4,0,3,1.33,2.55,1.8,0,-0.27,-1.65,-3.92,-4.67,-3.62
 2022/11/07-13:35,3532,3535,3528,3528,24108,3530.51,3535.08,3543.13,3545.94,3542.58,0,0,0,0,0,0,0,0,0,24108,13253.8,26926.55,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,24,12,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35,-2.27,-0.79,0.95,999.82,999.79,999.78,999.83,999.93,999.98,999.84,999.81,999.85,999.87,0,3,3.1,1.29,2.55,1.65,0,-0.65,-2,-4.27,-5.06,-4.12
 2022/11/07-13:40,3529,3536,3527,3532,16165,3530.81,3534.78,3542.58,3545.48,3542.41,0,0,0,0,0,0,0,0,0,16165,13527.8,26916.22,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,25,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.16,-2.2,-0.82,0.87,1000.08,999.92,999.85,999.87,999.95,1000,999.87,999.82,999.85,999.95,2,4,3.2,0.94,2.65,1.55,0,0.37,-0.79,-2.99,-3.8,-2.94
 2022/11/07-13:45,3532,3534,3526,3532,17910,3531.05,3534.52,3542.07,3545.04,3542.24,0,0,0,0,0,0,0,0,0,17910,14205.2,27077.85,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,26,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-2.13,-0.84,0.79,1000.07,999.92,999.85,999.88,999.95,999.97,999.86,999.82,999.85,1000.08,6,2,3.15,0,2.65,1.75,0,0.29,-0.71,-2.84,-3.68,-2.89
 2022/11/07-13:50,3533,3533,3529,3530,12488,3530.84,3534.09,3541.48,3544.55,3542.03,0,0,0,0,0,0,0,0,0,12488,14419.7,27114.07,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,27,15,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.94,-2.08,-0.87,0.71,999.94,999.88,999.83,999.86,999.94,999.98,999.88,999.83,999.86,1000,1,0,2.9,1.03,2.55,1.8,0,-0.21,-1.16,-3.24,-4.1,-3.4
 2022/11/07-13:55,3529,3530,3518,3518,42479,3528.27,3532.56,3540.33,3543.68,3541.64,1,0,0,1,0,0,0,0,0,42479,17416.9,27932,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,28,16,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.31,-2.19,-0.94,0.58,999.27,999.57,999.68,999.75,999.89,999.84,999.82,999.8,999.84,999.61,0,1,3.15,3.49,2.5,1.8,0,-2.81,-4.12,-6.31,-7.25,-6.67
 2022/11/07-14:00,3519,3522,3514,3514,30931,3525.42,3530.79,3539.05,3542.7,3541.18,0,0,0,0,0,0,0,0,0,30931,19046.5,28311.07,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,29,17,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.68,-2.33,-1.03,0.43,999.19,999.5,999.64,999.73,999.87,999.62,999.72,999.75,999.8,999.23,0,3,3.3,1.52,2.35,1.8,0,-3.07,-4.76,-7.08,-8.1,-7.68
 2022/11/07-14:05,3514,3520,3514,3517,25071,3523.73,3529.48,3537.97,3541.86,3540.78,0,0,0,0,0,0,0,0,0,25071,20708.6,28558.82,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,30,18,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8,-2.4,-1.1,0.31,999.52,999.63,999.7,999.76,999.89,999.48,999.64,999.71,999.78,999.36,0,3,3.2,0.94,2.4,1.75,0,-1.73,-3.53,-5.93,-7.02,-6.72
 2022/11/07-14:10,3517,3524,3516,3523,22633,3523.59,3528.86,3537.24,3541.24,3540.49,0,0,0,0,0,0,0,0,0,22633,21734.2,28454.65,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,31,19,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.64,-2.37,-1.13,0.21,999.96,999.83,999.79,999.83,999.92,999.49,999.63,999.7,999.77,999.74,1,1,3.25,1.85,2.35,1.75,0,-0.02,-1.66,-4.03,-5.15,-4.94
 2022/11/07-14:15,3523,3528,3519,3528,24450,3524.47,3528.78,3536.79,3540.81,3540.28,0,0,0,0,0,0,0,0,0,24450,22924.8,28508.38,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,32,20,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.3,-2.26,-1.13,0.15,1000.25,999.98,999.87,999.88,999.94,999.73,999.73,999.75,999.8,1000.1,4,0,3.45,1.45,2.15,1.8,0,1.09,-0.22,-2.49,-3.62,-3.47
 2022/11/07-14:20,3528,3533,3527,3530,28087,3525.58,3528.89,3536.46,3540.45,3540.11,0,0,0,0,0,0,0,0,0,28087,24432.2,28817.4,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,33,21,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.97,-2.14,-1.13,0.1,1000.31,1000.03,999.91,999.9,999.95,1000.01,999.87,999.82,999.84,1000.28,1,3,3.5,0.57,1.85,1.85,1,1.29,0.31,-1.83,-2.95,-2.86
 2022/11/07-14:25,3531,3532,3528,3529,13546,3526.26,3528.9,3536.1,3540.08,3539.93,0,0,0,0,0,0,0,0,0,13546,23376,28702.88,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,34,22,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.75,-2.03,-1.13,0.04,1000.19,1000,999.9,999.89,999.95,1000.18,999.96,999.87,999.87,1000.25,1,1,3.45,0.58,1.7,1.85,0,0.78,0.03,-2.01,-3.13,-3.09
 2022/11/07-14:30,3530,3532,3526,3529,13447,3526.81,3528.91,3535.75,3539.72,3539.74,0,0,0,0,0,0,0,0,0,13447,23104.2,28269.68,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,35,23,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.58,-1.93,-1.12,-0.01,1000.16,1000,999.9,999.9,999.95,1000.23,1000,999.89,999.89,1000.17,3,2,3.3,0.3,1.7,1.9,0,0.61,0.02,-1.91,-3.03,-3.04
 2022/11/07-14:35,3530,3541,3528,3539,31207,3529.25,3529.87,3535.91,3539.69,3539.73,1,0,0,0,0,0,0,0,0,31207,24433.9,27401.18,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,36,24,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.09,-1.7,-1.07,-0.01,1000.69,1000.27,1000.04,999.99,1000,1000.34,1000.08,999.94,999.92,1000.42,2,2,3.7,2.43,1.7,1.9,0,2.68,2.59,0.87,-0.2,-0.21
 2022/11/07-14:40,3539,3545,3538,3540,36842,3531.4,3530.84,3536.11,3539.7,3539.74,0,0,0,0,0,0,0,0,0,36842,26869.3,23354.18,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,0,25,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.29,-1.49,-1.02,-0.01,1000.61,1000.27,1000.06,1000,1000,1000.41,1000.14,999.98,999.95,1000.65,1,5,3.6,0.28,1.9,1.85,2,2.3,2.59,1.1,0.08,0.07
 2022/11/07-14:45,3540,3547,3540,3543,28807,3533.72,3532,3536.44,3539.81,3539.79,0,0,0,0,0,0,0,0,0,28807,25502.1,22028.8,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,0,26,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.66,-1.26,-0.95,0.01,1000.66,1000.33,1000.1,1000.03,1000.02,1000.53,1000.22,1000.02,999.98,1000.63,0,4,3.55,0.85,2.05,1.8,1,2.45,3.12,1.85,0.9,0.91
 2022/11/07-14:50,3542,3544,3533,3534,33531,3533.77,3532.19,3536.33,3539.62,3539.7,1,0,0,1,0,0,0,0,0,33531,25762.1,21712.88,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,0,27,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.59,-1.17,-0.93,-0.02,1000.02,1000.05,999.97,999.95,999.97,1000.49,1000.23,1000.04,999.99,1000.34,1,2,3.8,2.11,2.1,1.7,0,-0.08,0.51,-0.66,-1.59,-1.61
 2022/11/07-14:55,3534,3539,3532,3537,18670,3534.42,3532.65,3536.36,3539.53,3539.65,0,0,0,0,0,0,0,0,0,18670,25122,21413.97,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,0,28,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.63,-1.05,-0.9,-0.03,1000.18,1000.13,1000.01,999.98,999.99,1000.37,1000.2,1000.03,999.99,1000.1,2,2,3.95,0.76,2.05,1.7,0,0.6,1.23,0.18,-0.72,-0.75
 2022/11/07-15:00,3537,3537,3530,3535,36855,3534.54,3532.87,3536.29,3539.39,3539.57,0,0,0,0,0,0,0,0,0,36855,26544.2,21689.85,           ,           ,0,           ,0,0,0,0,0,           ,           ,           ,           ,0,0,0,0,0,29,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0.58,-0.97,-0.87,-0.05,1000.03,1000.06,999.98,999.96,999.98,1000.22,1000.14,1000.01,999.98,1000.11,5,0,3.9,0.51,1.95,1.9,2,0.03,0.6,-0.37,-1.24,-1.29
 2022/11/08-21:05,3540,3541,3529,3541,55498,3535.83,3533.64,3536.52,3539.44,3539.6,0,0,0,0,0,0,0,0,0,55498,29649,22468.47,28684.8,1.93,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,30,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.74,-0.81,-0.82,-0.05,1000.37,1000.22,1000.06,1000.02,1000.01,1000.15,1000.12,1000.01,999.97,1000.2,11,0,3.8,0.26,1.9,2.25,2,1.34,2.08,1.27,0.44,0.4
 2022/11/08-21:10,3541,3541,3533,3539,20390,3536.46,3534.15,3536.64,3539.42,3539.59,0,0,0,0,0,0,0,0,0,20390,28879.3,22280.9,28774.17,0.71,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,31,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.77,-0.7,-0.79,-0.05,1000.18,1000.14,1000.03,1000,1000,1000.19,1000.14,1000.02,999.99,1000.27,6,0,3.7,0.54,1.9,2.35,0,0.6,1.37,0.67,-0.12,-0.17
 2022/11/08-21:15,3539,3551,3538,3546,41534,3538.37,3535.28,3537.1,3539.64,3539.69,0,0,0,0,0,0,0,0,0,41534,31678.1,22950.97,28984.79,1.43,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,32,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.02,-0.51,-0.72,-0.02,1000.54,1000.32,1000.13,1000.06,1000.03,1000.28,1000.19,1000.05,1000.01,1000.36,1,5,3.85,1.82,2,2.4,0,2.01,3.03,2.52,1.8,1.78
 2022/11/08-21:20,3546,3550,3540,3542,24717,3539.1,3535.92,3537.34,3539.72,3539.73,0,0,0,0,0,0,0,0,0,24717,32805.1,23223.15,29029.32,0.85,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,33,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.04,-0.4,-0.67,0,1000.21,1000.18,1000.07,1000.02,1000.01,1000.32,1000.22,1000.07,1000.02,1000.37,2,4,3.9,1.03,2,2.4,0,0.68,1.72,1.32,0.65,0.64
 2022/11/08-21:25,3542,3542,3537,3540,16516,3539.28,3536.31,3537.47,3539.73,3539.74,0,0,0,0,0,0,0,0,0,16516,31336,23225.85,28942.05,0.57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,8,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.95,-0.33,-0.64,0,1000.05,1000.11,1000.04,1000,1000,1000.24,1000.19,1000.07,1000.02,1000.13,3,0,4,0.5,1.9,2.25,0,0.09,1.04,0.72,0.08,0.07
 2022/11/08-21:30,3539,3542,3535,3537,16577,3538.82,3536.38,3537.45,3539.64,3539.69,0,0,0,0,0,0,0,0,0,16577,29309.5,23155.93,28878.65,0.57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,9,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.76,-0.3,-0.62,-0.02,999.87,1000.02,999.99,999.97,999.99,1000.17,1000.16,1000.06,1000.02,999.96,2,3,3.95,0.51,2.05,2.3,0,-0.59,0.18,-0.13,-0.74,-0.76
 2022/11/08-21:35,3537,3540,3534,3534,13029,3537.86,3536.15,3537.28,3539.45,3539.6,0,0,0,0,0,0,0,0,0,13029,27731.7,22821.6,28774.1,0.45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,10,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.51,-0.32,-0.61,-0.04,999.73,999.94,999.95,999.95,999.97,999.96,1000.06,1000.01,999.99,999.8,0,3,3.55,0.85,2.15,2.3,0,-1.12,-0.61,-0.93,-1.54,-1.58
 2022/11/08-21:40,3534,3539,3533,3534,14115,3537.09,3535.95,3537.12,3539.27,3539.5,0,0,0,0,0,0,0,0,0,14115,25790.1,22723.8,28770.55,0.49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37,11,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.32,-0.33,-0.61,-0.07,999.78,999.94,999.95,999.95,999.97,999.86,1000,999.98,999.97,999.75,1,5,3.3,0,2.25,2.35,0,-0.87,-0.55,-0.88,-1.49,-1.56
 2022/11/08-21:45,3535,3536,3531,3536,15879,3536.87,3535.95,3537.06,3539.17,3539.45,0,0,0,0,0,0,0,0,0,15879,25511,22495.78,28457.42,0.56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,12,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.25,-0.31,-0.59,-0.08,999.94,1000,999.98,999.97,999.98,999.83,999.97,999.97,999.96,999.86,4,0,3.2,0.31,2.1,2.55,0,-0.24,0.01,-0.3,-0.89,-0.97
 2022/11/08-21:50,3534,3539,3532,3537,13361,3536.9,3536.05,3537.06,3539.09,3539.41,0,0,0,0,0,0,0,0,0,13361,23161.6,21863.6,28300.12,0.47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,13,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.23,-0.29,-0.58,-0.09,1000.01,1000.03,1000,999.98,999.99,999.86,999.98,999.97,999.96,999.97,2,2,3.05,0.98,2.15,2.6,0,0.04,0.27,-0.02,-0.59,-0.68
 2022/11/08-21:55,3538,3541,3537,3537,8951,3536.92,3536.14,3537.06,3539.03,3539.37,0,0,0,0,0,0,0,0,0,8951,18506.9,21340.1,28257.81,0.32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,14,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.21,-0.26,-0.56,-0.1,1000.01,1000.03,1000,999.98,999.99,999.93,1000,999.98,999.97,1000.01,0,3,2.85,0.35,2.3,2.4,0,0.03,0.24,-0.02,-0.57,-0.67
 2022/11/08-22:00,3537,3542,3536,3540,8486,3537.53,3536.51,3537.2,3539.06,3539.38,0,0,0,0,0,0,0,0,0,8486,17316.5,20902.95,28181.95,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41,15,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.31,-0.2,-0.52,-0.09,1000.17,1000.1,1000.04,1000.01,1000,1000.03,1000.04,1000.01,999.98,1000.09,1,2,2.9,1.03,2.25,2.4,0,0.68,0.99,0.79,0.27,0.18
