time,open,high,low,close,amount,ma0,ma1,ma2,ma3,ma4,volume,mavol1,mavol2,mavol3,VOL1.LB,VOL1.FZFL,VOL1.分布,VOL1.,VOL1.,VOL1.,VOL1.,VOL1.,LH_RQ.REDIAN,LH_RQ.GWANG,LH_RQ.FL,LH_RQ.SL,LH_RQ.NORMAL,LH_DKCD.多头长度_S,LH_DKCD.多头长度,LH_DKCD.多头长度_L,LH_DKCD.空头长度_S,LH_DKCD.空头长度,LH_DKCD.空头长度_L,LH_KL.多头,LH_KL.空头,LH_KL.靠拢,LH_KT.空进攻,LH_KT.空调整,LH_KT.空中继34,LH_KT.空中继23,LH_KT.空中继12,LH_KT.抽MA4,LH_KT.抽MA3,LH_KT.抽MA2,LH_KT.抽MA1,LH_KT.超买,LH_KT.超买L,LH_KT.反弹初,LH_KT.反弹中,LH_BSP.LABEL_BSP,LH_BSP.弱势,DF01,DF12,DF23,DF34,SLP0,SLP1,SLP2,SLP3,SLP4,MS0,MS1,MS2,MS3,MS0_HT,LH_ZDF.LS,LH_ZDF.US,LH_ZDF.MAB,LH_ZDF.ZFS,LH_ZDF.MA_US,LH_ZDF.MA_LS,LH_ZDF.LABEL_BSP,LH_ZDF.BIAS0,LH_ZDF.BIAS1,LH_ZDF.BIAS2,LH_ZDF.BIAS3,LH_ZDF.BIAS4,LH_SIGNAL.B,LH_SIGNAL.S
2022/10/24-13:45,3622,3627,3622,3625,32023,3619.22,3623.46,3630.35,3633.58,3636.86,32023,25787.8,30243.97,26972.59,1.19,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,18,15,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1.17,-1.9,-0.89,-0.9,1000.39,1000.04,999.92,999.92,999.95,1000.05,999.85,999.82,999.85,1000.37,0,2,3.9,0.77,2.7,2.25,1,1.6,0.43,-1.47,-2.36,-3.26,0,0
2022/10/24-13:50,3625,3636,3624,3635,45200,3622.73,3624.56,3630.57,3633.62,3636.83,45200,28660.6,30886.95,27042.49,1.67,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,19,16,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5,-1.66,-0.84,-0.88,1000.87,1000.3,1000.06,1000.01,999.99,1000.36,1000.02,999.91,999.91,1000.63,1,1,4.35,2.3,2.55,2.2,0,3.39,2.88,1.22,0.38,-0.5,0,0
2022/10/24-13:55,3635,3636,3628,3628,31793,3623.9,3624.89,3630.45,3633.44,3636.68,31793,30802.8,31329.95,27094.8,1.17,0,9,0,0,0,0,0,0,1,0,0,1,0,0,0,20,17,14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.27,-1.53,-0.82,-0.89,1000.31,1000.09,999.97,999.95,999.96,1000.48,1000.11,999.96,999.95,1000.59,0,1,4.65,1.51,2.5,2.15,0,1.13,0.86,-0.67,-1.5,-2.39,0,0
2022/10/24-14:00,3628,3629,3617,3618,31665,3622.59,3624.23,3629.84,3632.93,3636.37,31665,32132.4,31331.07,27198.25,1.16,0,9,0,0,0,0,0,0,1,0,0,1,0,0,0,21,18,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.45,-1.54,-0.85,-0.95,999.69,999.82,999.83,999.86,999.92,1000.32,1000.06,999.95,999.94,1000,1,1,4.7,2.13,2.45,1.85,0,-1.27,-1.72,-3.26,-4.11,-5.05,0,1
2022/10/24-14:05,3618,3621,3615,3616,21785,3621.13,3623.45,3629.17,3632.38,3636.03,21785,33042.9,31534.03,26980.68,0.81,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,22,19,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.64,-1.57,-0.88,-1.01,999.64,999.78,999.81,999.85,999.91,1000.13,1000,999.92,999.92,999.67,1,3,4.45,0.45,2.4,1.9,0,-1.42,-2.06,-3.63,-4.51,-5.51,0,0
2022/10/24-14:10,3615,3620,3615,3619,20384,3620.65,3623.02,3628.67,3631.94,3635.75,20384,32134.2,31583.55,26761.01,0.76,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,23,20,17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.65,-1.55,-0.9,-1.05,999.88,999.88,999.86,999.88,999.92,999.88,999.89,999.87,999.88,999.76,0,1,4.6,0.87,2.1,1.85,0,-0.46,-1.11,-2.66,-3.56,-4.61,0,0
2022/10/24-14:15,3618,3623,3616,3616,14749,3619.62,3622.35,3628.05,3631.42,3635.43,14749,31007.7,31582.7,26720.98,0.55,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,24,21,18,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.75,-1.57,-0.93,-1.1,999.74,999.82,999.83,999.86,999.91,999.74,999.83,999.83,999.86,999.81,0,5,4.6,0.43,2.1,1.8,0,-1,-1.75,-3.32,-4.25,-5.34,0,0
2022/10/24-14:20,3616,3626,3615,3625,16621,3620.81,3622.61,3627.9,3631.21,3635.25,16621,31111,31679.65,26528.36,0.63,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,25,22,19,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.49,-1.46,-0.91,-1.11,1000.29,1000.07,999.96,999.94,999.95,999.89,999.89,999.87,999.88,1000.01,1,1,4.75,1.89,2.05,1.7,0,1.16,0.66,-0.8,-1.71,-2.82,1,0
2022/10/24-14:25,3625,3632,3624,3630,18743,3622.86,3623.31,3628.01,3631.17,3635.17,18743,27970,31757.97,26330.72,0.71,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,26,23,20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.13,-1.29,-0.87,-1.1,1000.51,1000.19,1000.03,999.99,999.98,1000.1,999.99,999.92,999.92,1000.4,1,2,4.65,1.08,2.05,1.65,0,1.97,1.85,0.55,-0.32,-1.42,0,0
2022/10/24-14:30,3631,3632,3621,3625,15481,3623.33,3623.47,3627.86,3630.96,3635,15481,24844.4,31729.75,25797.38,0.6,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,27,24,21,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.04,-1.21,-0.86,-1.11,1000.13,1000.04,999.96,999.94,999.95,1000.17,1000.03,999.94,999.93,1000.32,4,1,4.8,1.25,1.9,1.8,0,0.46,0.42,-0.79,-1.64,-2.75,0,0
2022/10/24-14:35,3626,3630,3622,3623,14606,3623.26,3623.43,3627.62,3630.7,3634.8,14606,23102.7,31616.25,25625.38,0.57,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,28,25,22,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.05,-1.16,-0.85,-1.13,999.99,999.99,999.93,999.93,999.95,1000.23,1000.07,999.97,999.95,1000.06,1,4,4.8,0.63,2.05,1.75,0,-0.07,-0.12,-1.27,-2.12,-3.25,0,1
2022/10/24-14:40,3623,3630,3623,3628,9175,3624.31,3623.86,3627.64,3630.61,3634.69,9175,19500.2,29024.9,25367.97,0.36,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,23,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.12,-1.04,-0.82,-1.12,1000.27,1000.12,1000.01,999.98,999.97,1000.23,1000.09,999.98,999.96,1000.13,0,2,4.9,1.02,1.95,1.65,0,1.02,1.14,0.1,-0.72,-1.84,1,0
2022/10/24-14:45,3628,3630,3624,3626,9945,3624.69,3624.07,3627.56,3630.46,3634.54,9945,17315.4,28206.65,24760.81,0.4,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.17,-0.96,-0.8,-1.12,1000.11,1000.06,999.98,999.96,999.96,1000.12,1000.05,999.97,999.95,1000.19,2,2,4.9,0.41,1.9,1.65,0,0.36,0.53,-0.43,-1.23,-2.35,0,0
2022/10/24-14:50,3626,3629,3621,3621,16681,3623.87,3623.77,3627.24,3630.15,3634.32,16681,15817,27763.28,24031.96,0.69,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.03,-0.96,-0.8,-1.15,999.81,999.92,999.91,999.91,999.94,1000.04,1000.02,999.96,999.94,999.96,0,3,5,1,1.95,1.6,0,-0.79,-0.77,-1.72,-2.52,-3.67,0,1
2022/10/24-14:55,3621,3625,3621,3622,12056,3623.45,3623.6,3626.98,3629.89,3634.12,12056,14844.1,27555.03,23746.66,0.51,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,29,26,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.04,-0.93,-0.8,-1.17,999.9,999.95,999.93,999.93,999.94,1000.02,1000.01,999.96,999.94,999.86,0,3,4.9,0.2,1.95,1.6,0,-0.4,-0.44,-1.37,-2.17,-3.33,0,0
2022/10/24-15:00,3623,3628,3622,3622,27072,3623.13,3623.45,3626.74,3629.63,3633.92,27072,15512.9,27696.78,23802.68,1.14,0,6,0,0,0,1,0,0,1,0,1,0,0,0,0,2,30,27,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.09,-0.91,-0.8,-1.18,999.92,999.96,999.93,999.93,999.94,999.93,999.97,999.94,999.93,999.91,0,5,4.9,0.2,2.15,1.35,1,-0.31,-0.4,-1.31,-2.1,-3.28,0,0
2022/10/25-21:05,3615,3616,3580,3585,177737,3614.66,3619.79,3624.71,3628.16,3633.11,177737,31811.7,31507.5,25024.74,7.1,0,7,0,1,0,0,0,1,0,1,0,0,0,0,0,3,31,28,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41,-1.35,-0.95,-1.36,997.9,998.99,999.44,999.6,999.78,999.38,999.7,999.8,999.84,998.91,5,1,6.2,4.84,2.15,1.35,0,-8.2,-9.61,-10.95,-11.9,-13.24,0,0
2022/10/25-21:10,3586,3587,3573,3584,87731,3607.84,3616.38,3622.72,3626.72,3632.3,87731,38922.7,31968.9,25655.04,3.42,0,8,0,1,0,0,0,1,0,1,0,0,0,0,0,4,32,29,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2.35,-1.75,-1.1,-1.54,998.26,999.06,999.45,999.6,999.78,998.99,999.49,999.69,999.76,998.08,11,1,6.2,0.32,2.1,1.75,2,-6.61,-8.95,-10.69,-11.78,-13.3,0,0
2022/10/25-21:15,3585,3587,3580,3585,36207,3602.77,3613.39,3620.88,3625.35,3631.51,36207,40669.1,31830.05,25710.17,1.41,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,5,33,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.93,-2.07,-1.23,-1.7,998.66,999.17,999.49,999.62,999.78,998.68,999.29,999.58,999.69,998.46,5,2,5.8,0,2.2,1.9,1,-4.93,-7.86,-9.91,-11.13,-12.81,0,0
2022/10/25-21:20,3584,3595,3583,3590,45768,3599.93,3611.16,3619.37,3624.19,3630.83,45768,43697.8,32457.4,25928.74,1.77,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,6,34,31,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1,-2.26,-1.33,-1.83,999.2,999.38,999.58,999.68,999.81,998.5,999.15,999.49,999.63,998.93,1,5,5.65,1.06,2.3,1.7,0,-2.76,-5.86,-8.12,-9.43,-11.25,0,0
2022/10/25-21:25,3591,3605,3590,3600,47181,3599.95,3610.1,3618.43,3623.4,3630.32,47181,46955.3,31497.32,26086.36,1.81,0,8,1,0,0,0,0,1,0,1,0,0,0,0,0,7,35,32,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8,-2.3,-1.37,-1.91,999.92,999.71,999.74,999.78,999.86,999.01,999.33,999.57,999.67,999.56,1,5,5.95,1.51,2.45,1.75,0,0.02,-2.8,-5.09,-6.46,-8.35,0,0
2022/10/25-21:30,3600,3606,3598,3605,29396,3601.07,3609.62,3617.77,3622.79,3629.9,29396,48977.4,31251.53,26122.64,1.13,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,8,36,33,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.36,-2.25,-1.39,-1.96,1000.21,999.87,999.82,999.83,999.88,999.5,999.53,999.66,999.73,1000.06,2,1,5.7,0.88,2.45,1.8,0,1.09,-1.28,-3.53,-4.91,-6.86,0,0
2022/10/25-21:35,3606,3609,3598,3606,31593,3602.16,3609.27,3617.2,3622.24,3629.51,31593,51142.2,31486.28,25922.25,1.22,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,9,37,34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1.96,-2.19,-1.39,-2.01,1000.22,999.9,999.84,999.85,999.89,999.89,999.71,999.75,999.79,1000.22,8,3,5.35,0,2.55,2.2,1,1.06,-0.91,-3.1,-4.48,-6.48,0,0
2022/10/25-21:40,3606,3613,3603,3611,27197,3604.13,3609.44,3616.9,3621.87,3629.2,27197,52193.8,30618.72,25862.74,1.05,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,10,38,35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.47,-2.06,-1.37,-2.02,1000.46,1000.05,999.92,999.9,999.92,1000.2,999.88,999.83,999.84,1000.34,3,2,5.1,0.98,2.6,2.3,0,1.91,0.43,-1.63,-3,-5.01,0,0
2022/10/25-21:45,3611,3613,3600,3602,25732,3603.66,3608.73,3616.17,3621.22,3628.75,25732,53561.4,30127.18,25892.1,0.99,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,11,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.4,-2.06,-1.4,-2.08,999.87,999.8,999.8,999.82,999.88,1000.19,999.9,999.84,999.85,1000.16,2,2,5.45,1.65,2.55,2.35,0,-0.46,-1.86,-3.92,-5.31,-7.37,0,1
2022/10/25-21:50,3602,3607,3596,3596,27090,3601.95,3607.52,3615.19,3620.4,3628.21,27090,53563.2,30035.1,25933.51,1.04,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,12,40,37,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.54,-2.12,-1.44,-2.16,999.56,999.66,999.73,999.77,999.85,1000.03,999.85,999.82,999.83,999.71,0,5,5.55,1.08,2.75,2.35,0,-1.65,-3.19,-5.31,-6.74,-8.88,0,0
2022/10/25-21:55,3596,3598,3581,3584,55126,3597.96,3605.28,3613.66,3619.2,3627.48,55126,41302.1,30755.5,26310.77,2.1,0,7,1,0,0,0,0,1,0,1,0,0,0,0,0,13,41,38,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.02,-2.32,-1.53,-2.29,998.98,999.38,999.58,999.67,999.8,999.72,999.72,999.76,999.79,999.27,3,2,6.05,1.98,2.6,2.5,0,-3.88,-5.9,-8.21,-9.73,-11.99,0,0
2022/10/25-22:00,3583,3586,3582,3585,35829,3595.08,3603.34,3612.27,3618.08,3626.78,35829,36111.9,31013.47,26510.58,1.35,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,14,42,39,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.28,-2.47,-1.61,-2.4,999.24,999.46,999.61,999.69,999.81,999.41,999.58,999.68,999.74,999.11,1,1,5.7,0.35,2.6,2.5,1,-2.8,-5.09,-7.55,-9.14,-11.52,0,0
2022/10/25-22:05,3585,3591,3582,3589,31930,3593.73,3601.98,3611.13,3617.13,3626.15,31930,35684.2,31337.15,26636.11,1.2,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,15,43,40,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.28,-2.53,-1.66,-2.49,999.61,999.62,999.69,999.74,999.83,999.35,999.53,999.65,999.72,999.43,3,2,5.65,0.71,2.6,2.6,1,-1.32,-3.6,-6.13,-7.78,-10.25,0,0
2022/10/25-22:10,3589,3592,3584,3589,17177,3592.68,3600.74,3610.05,3616.21,3625.54,17177,32825.1,31332.53,26667.98,0.64,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,16,44,41,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.23,-2.57,-1.7,-2.58,999.69,999.66,999.7,999.75,999.83,999.38,999.53,999.64,999.71,999.65,5,3,5.35,0,2.7,2.65,0,-1.02,-3.26,-5.83,-7.52,-10.08,0,0
2022/10/25-22:15,3588,3596,3588,3590,21071,3592.08,3599.72,3609.07,3615.35,3624.95,21071,30214.1,31514.97,26752.22,0.79,0,9,0,0,0,0,0,0,1,0,0,1,0,0,0,17,45,42,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.11,-2.59,-1.73,-2.66,999.81,999.72,999.73,999.76,999.84,999.59,999.61,999.68,999.73,999.75,0,6,5.3,0.38,2.8,2.6,0,-0.58,-2.7,-5.28,-7.01,-9.64,0,0
2022/10/25-22:20,3591,3595,3587,3595,12918,3592.73,3599.27,3608.39,3614.68,3624.46,12918,28566.3,31426.13,26769.18,0.48,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,18,46,43,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.81,-2.52,-1.74,-2.7,1000.13,999.88,999.81,999.82,999.86,999.81,999.72,999.73,999.76,999.97,4,0,5.25,0.76,2.7,2.8,0,0.63,-1.19,-3.71,-5.44,-8.13,0,0
2022/10/25-22:25,3594,3595,3586,3586,12486,3591.24,3598.01,3607.3,3613.74,3623.82,12486,26655.6,31479,26796.44,0.47,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,19,47,44,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.87,-2.57,-1.78,-2.79,999.6,999.65,999.7,999.74,999.82,999.81,999.72,999.73,999.77,999.86,0,1,5.55,1.44,2.65,2.7,0,-1.46,-3.34,-5.9,-7.68,-10.44,0,1
2022/10/25-22:30,3586,3588,3583,3587,12228,3590.29,3596.96,3606.31,3612.86,3623.21,12228,25158.7,31325.47,26769.34,0.46,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,20,48,45,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.84,-2.59,-1.81,-2.86,999.73,999.71,999.73,999.76,999.83,999.82,999.74,999.74,999.77,999.67,3,1,5.35,0.19,2.55,2.85,0,-0.92,-2.77,-5.35,-7.16,-9.99,0,0
2022/10/25-22:35,3587,3593,3585,3592,11270,3590.67,3596.49,3605.61,3612.18,3622.69,11270,23712.5,31290.22,26745.61,0.42,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,21,49,46,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.61,-2.53,-1.82,-2.91,1000.07,999.87,999.81,999.81,999.86,999.88,999.78,999.76,999.78,999.9,2,1,5.55,0.9,2.45,2.95,0,0.37,-1.25,-3.77,-5.59,-8.47,0,0
2022/10/25-22:40,3591,3593,3588,3590,7700,3590.52,3595.87,3604.85,3611.45,3622.15,7700,21773.5,30745.95,26714.02,0.29,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,22,50,47,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.48,-2.49,-1.83,-2.96,999.94,999.83,999.79,999.8,999.85,999.84,999.76,999.75,999.78,1000,2,2,5.55,0.18,2.3,3.05,0,-0.15,-1.63,-4.12,-5.94,-8.88,0,1
2022/10/25-22:45,3590,3590,3584,3589,12054,3590.19,3595.21,3604.07,3610.71,3621.61,12054,17466.3,30396.95,26662.06,0.45,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,23,51,48,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.39,-2.45,-1.84,-3.02,999.9,999.82,999.79,999.8,999.85,999.91,999.81,999.78,999.79,999.92,5,0,4.1,0.24,2.25,3.05,0,-0.33,-1.73,-4.18,-6.01,-9,0,0
2022/10/25-22:50,3589,3589,3584,3585,7176,3589.03,3594.24,3603.14,3609.87,3621,7176,14601,30186.65,26521.97,0.27,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,24,52,49,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.44,-2.47,-1.86,-3.08,999.7,999.73,999.74,999.77,999.83,999.9,999.81,999.78,999.79,999.8,1,0,4.2,0.95,2.2,2.55,0,-1.12,-2.57,-5.04,-6.89,-9.94,0,0
2022/10/25-22:55,3585,3589,3584,3589,9084,3589.03,3593.74,3602.45,3609.19,3620.47,9084,12316.4,29159.93,26500.55,0.34,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,25,53,50,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.31,-2.41,-1.87,-3.13,999.98,999.86,999.81,999.81,999.85,999.88,999.81,999.78,999.79,999.84,1,0,4.4,0.91,2.1,2.35,0,-0.01,-1.32,-3.73,-5.59,-8.69,0,0
2022/10/25-23:00,3588,3590,3584,3586,17974,3588.35,3593,3601.65,3608.43,3619.9,17974,12396.1,28440.85,26567.34,0.68,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,26,54,51,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.29,-2.4,-1.88,-3.18,999.82,999.79,999.78,999.79,999.84,999.85,999.8,999.78,999.79,999.9,2,2,4.2,0.48,1.95,2.4,0,-0.66,-1.95,-4.35,-6.22,-9.37,0,0
2022/10/25-09:05,3589,3594,3583,3583,33742,3587.16,3592.05,3600.74,3607.59,3619.29,33742,13663.2,28483.82,26705.63,1.26,0,5,0,0,0,1,0,1,0,0,1,0,0,0,0,27,55,52,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35,-2.41,-1.9,-3.24,999.69,999.73,999.75,999.77,999.83,999.79,999.78,999.77,999.78,999.75,0,5,4.05,1.48,1.95,2.35,0,-1.16,-2.52,-4.93,-6.82,-10.03,0,0
2022/10/25-09:10,3583,3586,3575,3577,41420,3584.91,3590.62,3599.58,3606.59,3618.59,41420,16513.4,28389.32,26925.19,1.54,0,6,0,0,0,1,0,1,0,0,1,0,0,0,0,28,56,53,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.58,-2.49,-1.94,-3.33,999.41,999.6,999.68,999.72,999.81,999.72,999.75,999.75,999.77,999.55,2,3,4.1,1.46,2.05,2.35,0,-2.21,-3.79,-6.27,-8.2,-11.49,0,0
2022/10/25-09:15,3577,3579,3565,3569,73610,3581.37,3588.56,3598.09,3605.36,3617.77,73610,22625.8,29434.75,27339.69,2.69,0,6,1,0,0,0,0,1,0,0,0,1,0,0,0,29,57,54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.99,-2.64,-2.02,-3.44,999.08,999.43,999.59,999.66,999.77,999.5,999.64,999.7,999.73,999.25,4,2,4.5,1.78,2,2.15,1,-3.45,-5.45,-8.09,-10.08,-13.48,0,0
2022/10/25-09:20,3569,3580,3567,3572,41296,3579.29,3586.98,3596.82,3604.26,3617.02,41296,25532.6,29675.53,27474.03,1.5,0,7,0,0,0,1,0,1,0,0,0,1,0,0,0,30,58,55,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2.13,-2.73,-2.07,-3.54,999.43,999.56,999.65,999.7,999.79,999.4,999.58,999.66,999.71,999.26,2,8,4.4,0.68,2.3,2.1,2,-2.04,-4.18,-6.9,-8.95,-12.45,0,0
2022/10/25-09:25,3573,3578,3570,3571,19229,3577.45,3585.46,3595.56,3603.17,3616.26,19229,26328.5,29611.63,27483.58,0.7,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,31,59,56,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.22,-2.8,-2.11,-3.63,999.49,999.58,999.65,999.7,999.79,999.36,999.54,999.64,999.69,999.46,1,5,4.05,0.49,2.45,2.05,0,-1.8,-4.03,-6.83,-8.93,-12.51,0,0
2022/10/25-09:30,3570,3571,3561,3561,40744,3573.79,3583.13,3593.87,3601.79,3615.34,40744,29632.9,30120.63,27599.86,1.48,1,8,0,0,0,0,1,1,0,0,0,1,0,0,0,32,60,57,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.59,-2.98,-2.2,-3.76,999.03,999.35,999.53,999.62,999.75,999.26,999.48,999.6,999.67,999.26,0,1,4.2,2.14,2.25,2.05,0,-3.58,-6.18,-9.15,-11.33,-15.03,0,0
2022/10/25-09:35,3562,3568,3561,3566,29050,3572.06,3581.5,3592.51,3600.62,3614.53,29050,31332.5,30478.15,27698.23,1.05,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,33,61,58,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.62,-3.06,-2.25,-3.86,999.51,999.54,999.62,999.67,999.77,999.37,999.51,999.61,999.67,999.27,1,2,3.8,1.05,2.25,1.95,0,-1.7,-4.33,-7.38,-9.61,-13.43,0,0
2022/10/25-09:40,3565,3568,3563,3564,14781,3570.27,3579.83,3591.12,3599.42,3613.69,14781,32093,30432.15,27672.32,0.53,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,34,62,59,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66,-3.14,-2.3,-3.97,999.49,999.53,999.61,999.67,999.77,999.38,999.5,999.6,999.66,999.5,1,3,3.75,0.27,2.35,1.95,0,-1.76,-4.42,-7.55,-9.84,-13.75,0,0
2022/10/25-09:45,3565,3573,3564,3572,20250,3570.65,3579.09,3590.19,3598.52,3613,20250,33209.6,30469.82,27749.62,0.73,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,35,63,60,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.34,-3.09,-2.31,-4.03,1000.04,999.79,999.74,999.75,999.81,999.52,999.56,999.63,999.68,999.77,1,1,3.9,1.79,2.3,1.85,0,0.38,-1.98,-5.07,-7.37,-11.35,0,0
2022/10/25-09:50,3573,3578,3569,3577,24395,3572.06,3578.89,3589.55,3597.81,3612.41,24395,33851.7,30692.68,27776.68,0.88,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,36,64,61,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.9,-2.96,-2.3,-4.06,1000.31,999.94,999.82,999.8,999.84,999.84,999.7,999.7,999.72,1000.18,4,1,4.1,0.98,2.2,1.8,0,1.38,-0.53,-3.5,-5.78,-9.8,0,0
2022/10/25-09:55,3577,3582,3574,3582,22082,3574.27,3579.18,3589.18,3597.29,3611.91,22082,32685.7,30879.57,27806.71,0.79,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,37,65,62,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.37,-2.78,-2.26,-4.06,1000.53,1000.08,999.9,999.86,999.86,1000.09,999.84,999.77,999.77,1000.42,3,0,4.25,1.18,1.9,1.95,0,2.16,0.79,-2,-4.25,-8.28,0,0
