      时间,    开盘,    最高,    最低,    收盘,         成交量,LH_MAS.MA0   ,LH_MAS.M5_1  ,LH_MAS.M5_2  ,LH_MAS.M5_3  ,LH_MAS.M15_1 , VOL1.VOLUME, VOL1.MAVOL1, VOL1.MAVOL2, VOL1.MAVOL3, VOL1.LB    , VOL1.FZFL  , VOL1.分布  , VOL1.      , VOL1.      , VOL1.      , VOL1.      , VOL1.      ,LH_RQ.REDIAN,LH_RQ.GWANG ,LH_RQ.FL    ,LH_RQ.SL    ,LH_RQ.NORMAL,LH_DKCD.多头长度_S,LH_DKCD.多头长度,LH_DKCD.多头长度_L,LH_DKCD.空头长度_S,LH_DKCD.空头长度,LH_DKCD.空头长度_L,LH_SIGNAL.B     ,LH_SIGNAL.S     ,LH_KL.多头  ,LH_KL.空头  ,LH_KL.靠拢  ,LH_KT.空进攻,LH_KT.空调整,LH_KT.空中继34,LH_KT.空中继23,LH_KT.空中继12,LH_KT.抽MA4 ,LH_KT.抽MA3 ,LH_KT.抽MA2 ,LH_KT.抽MA1 ,LH_KT.超买  ,LH_KT.超买L ,LH_KT.反弹初,LH_KT.反弹中,LH_BSP.LABEL_BSP,LH_BSP.弱势  ,LH_DF_SLP.DF01  ,LH_DF_SLP.DF12  ,LH_DF_SLP.DF23  ,LH_DF_SLP.DF34  ,LH_DF_SLP.SLP0  ,LH_DF_SLP.SLP1  ,LH_DF_SLP.SLP2  ,LH_DF_SLP.SLP3  ,LH_DF_SLP.SLP4  ,LH_DF_SLP.MS0   ,LH_DF_SLP.MS1   ,LH_DF_SLP.MS2   ,LH_DF_SLP.MS3   ,LH_DF_SLP.MS0_HT,  VOL.VOLUME,  VOL.MAVOL1,  VOL.MAVOL2
 2022/09/29-10:05,3841,3842,3836,3838,12782,3838.53,3835.62,3832.35,3830.53,3824.41,12782,16351.7,19967.75,19215.7,0.67,0,5,0,0,0,0,0,0,0,0,0,1,20,20,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0.85,0.48,1.6,999.98,1000.07,1000.08,1000.07,1000.06,1000.17,1000.16,1000.12,1000.09,1000.04,12782,18487.4,16351.7
 2022/09/29-10:10,3839,3839,3832,3835,15608,3837.75,3835.56,3832.48,3830.67,3824.58,15608,16227.1,20011.55,19240.93,0.81,0,5,0,0,0,0,0,0,1,0,0,1,21,21,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.8,0.47,1.59,999.83,999.98,1000.03,1000.04,1000.05,1000,1000.07,1000.08,1000.07,999.9,15608,17982,16227.1
 2022/09/29-10:15,3834,3837,3833,3835,7355,3837.14,3835.5,3832.6,3830.82,3824.75,7355,15672.8,19727.95,19186.37,0.38,0,4,0,0,0,0,0,0,0,0,0,1,22,22,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.76,0.47,1.58,999.86,999.99,1000.03,1000.04,1000.05,999.94,1000.04,1000.06,1000.06,999.85,7355,11836.4,15672.8
 2022/09/29-10:35,3834,3836,3830,3832,18841,3835.99,3835.17,3832.57,3830.86,3824.87,18841,16542.7,19590.68,19260.97,0.98,1,4,0,0,0,0,1,0,1,0,0,1,23,23,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.68,0.45,1.56,999.73,999.91,999.99,1000.01,1000.03,999.85,999.99,1000.03,1000.04,999.8,18841,12780.2,16542.7
 2022/09/29-10:40,3832,3837,3831,3833,9690,3835.33,3834.96,3832.59,3830.93,3825.01,9690,15486.7,18270.4,19226.75,0.5,0,0,0,0,0,0,0,0,0,0,0,1,24,24,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.62,0.44,1.54,999.84,999.95,1000.01,1000.02,1000.04,999.82,999.96,1000.02,1000.03,999.79,9690,12855.2,15486.7
 2022/09/29-10:45,3833,3836,3833,3835,5700,3835.26,3834.97,3832.71,3831.06,3825.17,5700,14963.1,17692.85,19176.92,0.3,0,0,0,0,0,0,0,0,0,0,0,1,25,25,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.59,0.43,1.54,999.98,1000,1000.03,1000.03,1000.04,999.85,999.96,1000.02,1000.03,999.91,5700,11438.8,14963.1
 2022/09/29-10:50,3836,3839,3834,3837,5626,3835.64,3835.16,3832.92,3831.25,3825.37,5626,13712.2,17443.57,19131.27,0.29,0,0,0,0,0,0,0,0,0,0,0,1,26,26,26,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.58,0.44,1.54,1000.08,1000.05,1000.05,1000.05,1000.05,999.91,999.98,1000.02,1000.03,1000.03,5626,9442.4,13712.2
 2022/09/29-10:55,3836,3839,3833,3838,8914,3836.17,3835.43,3833.17,3831.48,3825.58,8914,10795.3,17346.57,19005.24,0.47,0,0,0,0,0,0,0,0,0,0,1,0,27,27,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.59,0.44,1.54,1000.12,1000.07,1000.06,1000.06,1000.05,1000,1000.02,1000.04,1000.04,1000.1,8914,9754.2,10795.3
 2022/09/29-11:00,3837,3840,3835,3835,9781,3835.91,3835.39,3833.26,3831.59,3825.73,9781,10361.2,17300.47,18452.4,0.53,0,0,0,0,0,0,0,0,0,0,1,0,28,28,28,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.56,0.44,1.53,999.94,999.99,1000.02,1000.03,1000.04,1000.03,1000.03,1000.04,1000.04,1000.03,9781,7942.2,10361.2
 2022/09/29-11:05,3836,3838,3835,3836,5434,3835.93,3835.45,3833.39,3831.74,3825.9,5434,9973.1,16832.2,18061.2,0.3,0,0,0,0,0,0,0,0,0,0,1,0,29,29,29,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.54,0.43,1.52,1000,1000.02,1000.03,1000.04,1000.04,1000.04,1000.03,1000.04,1000.04,999.97,5434,7091,9973.1
 2022/09/29-11:10,3836,3843,3835,3842,15071,3837.28,3836.07,3833.81,3832.07,3826.17,15071,10202,16381.33,17936.01,0.84,1,0,0,0,0,0,1,0,0,0,1,0,30,30,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.31,0.59,0.45,1.54,1000.32,1000.16,1000.11,1000.09,1000.07,1000.09,1000.06,1000.06,1000.05,1000.16,15071,8965.2,10202
 2022/09/29-11:15,3842,3845,3840,3842,16958,3838.33,3836.64,3834.21,3832.4,3826.43,16958,10337,15923.3,17867.38,0.95,0,0,0,0,0,1,0,0,0,0,1,0,31,31,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.44,0.63,0.47,1.56,1000.25,1000.15,1000.1,1000.08,1000.07,1000.13,1000.08,1000.07,1000.06,1000.28,16958,11231.6,10337
 2022/09/29-11:20,3843,3848,3842,3844,22352,3839.59,3837.34,3834.69,3832.78,3826.72,22352,11836.7,15921.42,17751.18,1.26,0,0,0,0,0,1,0,0,1,0,1,0,32,32,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.59,0.69,0.5,1.58,1000.31,1000.18,1000.12,1000.1,1000.08,1000.22,1000.13,1000.09,1000.08,1000.28,22352,13919.2,11836.7
 2022/09/29-11:25,3844,3852,3843,3848,36596,3841.46,3838.35,3835.34,3833.28,3827.07,36596,13612.2,16550.6,17811.79,2.05,0,0,1,0,0,0,0,1,0,0,0,1,33,33,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.81,0.79,0.54,1.62,1000.45,1000.26,1000.17,1000.13,1000.09,1000.33,1000.19,1000.13,1000.1,1000.38,36596,19282.2,13612.2
 2022/09/29-11:30,3848,3852,3845,3851,21284,3843.58,3839.56,3836.1,3833.86,3827.47,21284,14771.6,16710.65,17657.64,1.21,0,0,0,0,0,0,0,0,1,0,0,1,34,34,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0.9,0.59,1.67,1000.52,1000.31,1000.2,1000.15,1000.1,1000.38,1000.23,1000.15,1000.12,1000.49,21284,22452.2,14771.6
 2022/09/29-13:35,3856,3859,3847,3851,65475,3845.23,3840.65,3836.83,3834.42,3827.86,65475,20749.1,17993.18,17353.79,3.77,0,6,0,1,0,0,0,1,0,0,0,1,35,35,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.19,1,0.63,1.71,1000.41,1000.28,1000.19,1000.15,1000.1,1000.42,1000.26,1000.17,1000.13,1000.47,65475,32533,20749.1
 2022/09/29-13:40,3851,3852,3841,3844,32941,3844.95,3840.97,3837.18,3834.73,3828.12,32941,23480.6,18144.45,17311.83,1.9,0,7,1,0,0,0,0,1,0,1,0,0,36,36,36,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0.99,0.64,1.72,999.97,1000.08,1000.09,1000.08,1000.07,1000.34,1000.24,1000.16,1000.13,1000.19,32941,35729.6,23480.6
 2022/09/29-13:45,3843,3846,3835,3835,34322,3842.74,3840.4,3837.07,3834.74,3828.24,34322,26021.4,18811.65,17419.68,1.97,0,7,1,0,0,0,0,1,0,1,0,0,37,37,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.87,0.61,1.7,999.51,999.85,999.97,1000,1000.03,1000.1,1000.13,1000.11,1000.1,999.74,34322,38123.6,26021.4
 2022/09/29-13:50,3836,3840,3829,3831,48306,3840.13,3839.5,3836.78,3834.62,3828.28,48306,29873.9,19679.07,17665.86,2.73,0,8,1,0,0,0,0,1,0,1,0,0,38,38,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.16,0.71,0.56,1.65,999.4,999.77,999.92,999.97,1000.01,999.82,1000,1000.04,1000.05,999.45,48306,40465.6,29873.9
 2022/09/29-13:55,3831,3838,3831,3834,21040,3838.77,3838.98,3836.64,3834.6,3828.38,21040,31434.5,19602.85,17609.91,1.19,0,9,0,0,0,0,0,1,0,1,0,0,0,39,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0.61,0.53,1.62,999.67,999.86,999.96,999.99,1000.02,999.64,999.89,999.99,1000.01,999.53,21040,40416.8,31434.5
 2022/09/29-14:00,3834,3835,3827,3831,27886,3837.04,3838.22,3836.37,3834.48,3828.42,27886,32716,19923.47,17678.14,1.58,0,10,0,0,0,0,0,1,0,1,0,0,0,40,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.31,0.48,0.49,1.58,999.58,999.8,999.93,999.97,1000.01,999.54,999.82,999.95,999.98,999.63,27886,32899,32716
 2022/09/29-14:05,3831,3833,3828,3828,12503,3835.03,3837.25,3835.96,3834.27,3828.41,12503,32270.5,19809.15,17614.88,0.71,0,10,0,0,0,0,0,0,1,1,0,0,0,41,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.58,0.34,0.44,1.53,999.51,999.75,999.89,999.94,1000,999.54,999.79,999.93,999.97,999.55,12503,28811.4,32270.5
 2022/09/29-14:10,3829,3831,3821,3825,27431,3832.8,3836.08,3835.42,3833.97,3828.36,27431,32778.4,19447.38,17730.87,1.55,1,11,0,0,0,0,1,1,0,1,0,0,0,42,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.85,0.17,0.38,1.46,999.45,999.7,999.86,999.92,999.99,999.55,999.78,999.91,999.96,999.48,27431,27433.2,32778.4
 2022/09/29-14:15,3825,3825,3819,3821,39372,3830.18,3834.64,3834.72,3833.54,3828.24,39372,33056,19992.72,17986.82,2.19,0,12,1,0,0,0,0,1,0,1,0,0,0,0,43,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.16,-0.02,0.31,1.38,999.35,999.63,999.82,999.89,999.97,999.47,999.72,999.87,999.93,999.4,39372,25646.4,33056
 2022/09/29-14:20,3822,3827,3819,3823,27245,3828.59,3833.53,3834.15,3833.19,3828.15,27245,33652.1,20249.65,18145.43,1.5,0,13,0,0,0,0,0,1,0,1,0,0,0,0,44,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1.29,-0.16,0.25,1.32,999.59,999.71,999.85,999.91,999.98,999.47,999.69,999.86,999.92,999.47,27245,26887.4,33652.1
 2022/09/29-14:25,3823,3829,3821,3828,16236,3828.46,3833.01,3833.85,3833.02,3828.15,16236,28728.2,20420.85,18221.78,0.89,0,13,0,0,0,0,0,0,1,1,0,0,0,0,45,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.19,-0.22,0.21,1.27,999.93,999.86,999.92,999.96,1000,999.58,999.72,999.86,999.92,999.76,16236,24557.4,28728.2
 2022/09/29-14:30,3829,3832,3824,3830,19278,3828.8,3832.72,3833.66,3832.93,3828.18,19278,27361.9,20548.32,18306.47,1.05,0,13,0,0,0,0,0,1,0,1,0,0,0,0,46,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.02,-0.25,0.19,1.24,1000.05,999.93,999.95,999.97,1000.01,999.73,999.78,999.89,999.93,999.99,19278,25912.4,27361.9
 2022/09/29-14:35,3830,3836,3827,3834,25292,3829.95,3832.84,3833.68,3832.96,3828.27,25292,26458.9,20502.4,18351.43,1.38,0,14,0,0,0,0,0,1,0,1,0,0,0,0,47,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.75,-0.22,0.19,1.22,1000.25,1000.03,1000,1000.01,1000.03,999.95,999.88,999.93,999.96,1000.15,25292,25484.6,26458.9
 2022/09/29-14:40,3835,3847,3832,3846,46583,3833.52,3834.1,3834.28,3833.39,3828.57,46583,26286.6,20888.97,18622.68,2.5,0,15,1,0,0,0,0,1,0,1,0,0,0,0,48,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15,-0.05,0.23,1.26,1000.82,1000.33,1000.16,1000.11,1000.08,1000.26,1000.04,1000.01,1000.01,1000.54,46583,26926.8,26286.6
 2022/09/29-14:45,3847,3847,3841,3844,24252,3835.85,3835.04,3834.75,3833.74,3828.82,24252,26607.8,21058.82,18772.55,1.29,0,16,0,0,0,0,0,1,0,1,0,0,1,1,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.07,0.27,1.28,1000.55,1000.25,1000.12,1000.09,1000.07,1000.42,1000.13,1000.06,1000.05,1000.69,24252,26328.2,26607.8
 2022/09/29-14:50,3844,3845,3839,3844,15041,3837.66,3835.89,3835.2,3834.07,3829.07,15041,25323.3,21148.25,18579.79,0.81,0,16,0,0,0,0,0,0,1,1,0,0,2,2,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.18,0.3,1.3,1000.44,1000.22,1000.12,1000.09,1000.07,1000.52,1000.21,1000.1,1000.07,1000.5,15041,26089.2,25323.3
 2022/09/29-14:55,3843,3845,3838,3843,13874,3838.85,3836.57,3835.58,3834.36,3829.3,13874,25460.4,21073.75,18612.38,0.75,0,15,0,0,0,0,0,0,1,1,0,0,3,3,51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.26,0.32,1.32,1000.3,1000.18,1000.1,1000.08,1000.06,1000.53,1000.24,1000.12,1000.09,1000.37,13874,25008.4,25460.4
 2022/09/29-15:00,3843,3843,3835,3836,25317,3838.21,3836.52,3835.6,3834.42,3829.41,25317,25249,21384.22,18781.77,1.35,0,15,0,0,0,0,0,1,0,1,0,0,4,4,52,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.44,0.24,0.31,1.31,999.88,999.99,1000.01,1000.01,1000.03,1000.29,1000.16,1000.09,1000.07,1000.09,25317,25013.4,25249
 2022/09/30-21:05,3836,3844,3828,3833,49981,3837.06,3836.18,3835.48,3834.37,3829.47,49981,26309.9,22380.2,19127.97,2.61,0,15,1,0,0,0,0,1,0,1,0,0,5,5,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.23,0.18,0.29,1.28,999.75,999.91,999.97,999.99,1000.02,1000.09,1000.07,1000.05,1000.04,999.81,49981,25693,26309.9
 2022/09/30-21:10,3833,3841,3832,3840,26373,3837.71,3836.54,3835.7,3834.56,3829.65,26373,26222.7,22533.28,19296.84,1.37,0,15,0,0,0,0,0,1,0,1,0,0,6,6,54,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,0.22,0.3,1.28,1000.16,1000.09,1000.06,1000.05,1000.05,1000.02,1000.04,1000.03,1000.03,999.95,26373,26117.2,26222.7
 2022/09/30-21:15,3840,3844,3836,3844,19815,3839.11,3837.25,3836.1,3834.87,3829.88,19815,26580.6,22755.25,19442.03,1.02,0,14,0,0,0,0,0,1,0,1,0,0,7,7,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.3,0.32,1.3,1000.34,1000.18,1000.11,1000.08,1000.06,1000.03,1000.04,1000.03,1000.03,1000.25,19815,27072,26580.6
 2022/09/30-21:20,3843,3843,3830,3832,20001,3837.53,3836.75,3835.9,3834.77,3829.92,20001,26652.9,22801.9,19571.37,1.02,0,13,0,0,0,0,0,1,0,1,0,0,8,8,56,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0.22,0.29,1.27,999.64,999.87,999.95,999.98,1000.01,999.97,1000.02,1000.02,1000.02,999.99,20001,28297.4,26652.9
 2022/09/30-21:25,3832,3835,3831,3834,9152,3836.74,3836.49,3835.81,3834.75,3829.99,9152,25038.9,22078.63,19578.34,0.47,0,12,0,0,0,0,0,0,0,0,0,1,9,9,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.18,0.28,1.24,999.82,999.93,999.98,999.99,1000.02,999.99,1000.02,1000.02,1000.02,999.73,9152,25064.4,25038.9
 2022/09/30-21:30,3834,3835,3830,3834,11701,3836.13,3836.25,3835.72,3834.72,3830.05,11701,21550.7,22018.1,19581.19,0.6,0,11,0,0,0,0,0,0,0,0,0,1,0,10,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,0.14,0.26,1.22,999.86,999.94,999.98,999.99,1000.02,999.91,999.98,1000,1000.01,999.84,11701,17408.4,21550.7
 2022/09/30-21:35,3834,3837,3830,3836,12094,3836.1,3836.23,3835.74,3834.76,3830.15,12094,20334.9,22087.57,19268.52,0.63,0,10,0,0,0,0,0,0,0,0,0,1,0,11,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,0.13,0.25,1.2,999.99,999.99,1000,1000.01,1000.03,999.83,999.93,999.98,999.99,999.92,12094,14552.6,20334.9
 2022/09/30-21:40,3835,3841,3835,3839,15541,3836.75,3836.49,3835.89,3834.9,3830.3,15541,20384.9,22156.55,19195.93,0.81,0,9,0,0,0,0,0,0,1,0,0,1,1,12,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.16,0.26,1.2,1000.15,1000.07,1000.04,1000.04,1000.04,999.95,999.98,1000,1000.01,1000.07,15541,13697.8,20384.9
 2022/09/30-21:45,3839,3845,3837,3841,20460,3837.69,3836.92,3836.14,3835.1,3830.47,20460,21043.5,22277.85,19210.6,1.07,0,9,0,0,0,0,0,0,1,0,0,1,2,13,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.27,1.21,1000.22,1000.11,1000.06,1000.05,1000.05,1000.05,1000.03,1000.02,1000.02,1000.18,20460,13789.6,21043.5
 2022/09/30-21:50,3840,3845,3840,3841,13791,3838.43,3837.31,3836.38,3835.3,3830.65,13791,19890.9,22438.75,19173.22,0.72,0,8,0,0,0,0,0,0,1,0,0,1,3,14,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.24,0.28,1.21,1000.18,1000.1,1000.06,1000.05,1000.05,1000.13,1000.07,1000.04,1000.04,1000.2,13791,14717.4,19890.9
 2022/09/30-21:55,3841,3850,3841,3849,22801,3840.78,3838.42,3837,3835.75,3830.95,22801,17172.9,22537.75,19235.61,1.19,0,8,0,0,0,0,0,0,1,0,0,1,4,15,63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.61,0.37,0.33,1.25,1000.56,1000.29,1000.16,1000.12,1000.08,1000.28,1000.14,1000.08,1000.06,1000.37,22801,16937.4,17172.9
 2022/09/30-22:00,3848,3850,3846,3850,17341,3842.83,3839.53,3837.63,3836.21,3831.27,17341,16269.7,22729.03,19160.3,0.91,0,7,0,0,0,0,0,0,1,0,0,1,5,16,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0.49,0.37,1.29,1000.5,1000.29,1000.17,1000.12,1000.08,1000.36,1000.2,1000.11,1000.09,1000.53,17341,17986.8,16269.7
 2022/09/30-22:05,3850,3851,3840,3841,18893,3842.42,3839.67,3837.79,3836.37,3831.43,18893,16177.5,23058.85,19212.38,0.98,0,7,0,0,0,0,0,0,1,1,0,0,6,17,65,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.72,0.49,0.37,1.29,999.93,1000.04,1000.04,1000.04,1000.04,1000.29,1000.18,1000.11,1000.08,1000.21,18893,18657.2,16177.5
 2022/09/30-22:10,3840,3844,3840,3842,8739,3842.33,3839.89,3838,3836.55,3831.6,8739,15051.3,23136.68,19181.31,0.46,0,7,0,0,0,0,0,0,1,1,0,0,7,18,66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.49,0.38,1.29,1000,1000.06,1000.05,1000.05,1000.05,1000.25,1000.17,1000.11,1000.08,999.96,8739,16313,15051.3
 2022/09/30-22:15,3842,3844,3840,3841,6238,3842.03,3840,3838.15,3836.7,3831.76,6238,14759.9,23069.78,19119.32,0.33,0,6,0,0,0,0,0,0,1,1,0,0,8,19,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.48,0.38,1.29,999.95,1000.03,1000.04,1000.04,1000.04,1000.09,1000.1,1000.07,1000.06,999.97,6238,14802.4,14759.9
 2022/09/30-22:20,3841,3841,3833,3834,20140,3840.25,3839.42,3837.94,3836.61,3831.8,20140,15603.8,23328.75,19227.82,1.05,1,5,0,0,0,0,1,1,0,1,0,0,9,20,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21,0.39,0.35,1.26,999.59,999.85,999.95,999.98,1000.01,999.87,999.99,1000.02,1000.03,999.77,20140,14270.2,15603.8
 2022/09/30-22:25,3833,3837,3832,3834,9672,3838.86,3838.91,3837.75,3836.53,3831.83,9672,15361.6,23434.7,19211.45,0.5,0,4,0,0,0,0,0,0,1,1,0,0,0,21,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,0.3,0.32,1.22,999.67,999.87,999.95,999.98,1000.01,999.8,999.95,1000,1000.01,999.63,9672,12736.4,15361.6
 2022/09/30-22:30,3835,3841,3834,3840,9780,3839.11,3839.01,3837.86,3836.64,3831.97,9780,14785.5,23302.43,19208.49,0.51,0,4,0,0,0,0,0,0,1,1,0,0,1,22,70,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.3,0.32,1.22,1000.05,1000.03,1000.03,1000.03,1000.04,999.82,999.94,999.99,1000.01,999.86,9780,10913.8,14785.5
 2022/09/30-22:35,3840,3841,3833,3833,9056,3837.75,3838.44,3837.62,3836.52,3831.98,9056,13645.1,23104.88,19172.88,0.47,0,4,0,0,0,0,0,0,1,1,0,0,0,23,71,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.18,0.21,0.29,1.18,999.68,999.85,999.94,999.97,1000,999.75,999.9,999.97,999.99,999.86,9056,10977.2,13645.1
 2022/09/30-22:40,3833,3834,3824,3825,36137,3834.92,3837.16,3837.01,3836.14,3831.87,36137,15879.7,23449.5,19371.43,1.87,0,4,1,0,0,0,0,1,0,1,0,0,0,24,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.58,0.04,0.23,1.11,999.32,999.67,999.84,999.9,999.97,999.68,999.85,999.94,999.97,999.5,36137,16957,15879.7
 2022/09/30-22:45,3826,3832,3824,3829,18446,3833.6,3836.38,3836.62,3835.91,3831.82,18446,15444.2,22995.75,19456.32,0.95,0,3,0,0,0,0,0,0,1,0,0,1,0,0,73,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.72,-0.06,0.18,1.07,999.67,999.8,999.9,999.94,999.99,999.68,999.84,999.93,999.96,999.5,18446,16618.2,15444.2
 2022/09/30-22:50,3829,3838,3828,3837,17456,3834.36,3836.44,3836.64,3835.94,3831.91,17456,15455.7,22900.05,19464.47,0.9,0,2,0,0,0,0,0,0,1,0,0,1,0,0,74,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.54,-0.05,0.18,1.05,1000.15,1000.02,1000,1000.01,1000.02,999.7,999.83,999.92,999.95,999.91,17456,18175,15455.7
 2022/09/30-22:55,3837,3838,3834,3837,10624,3834.95,3836.49,3836.65,3835.98,3831.99,10624,14628.8,21528.78,19445.86,0.55,0,2,0,0,0,0,0,0,0,0,0,1,0,0,75,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,-0.04,0.18,1.04,1000.12,1000.01,1000,1000.01,1000.02,999.82,999.87,999.94,999.96,1000.14,10624,18343.8,14628.8
 2022/09/30-23:00,3837,3837,3823,3824,22286,3832.51,3835.3,3836.04,3835.59,3831.86,22286,15983.5,21262.4,19512.78,1.14,1,3,0,0,0,0,1,0,1,0,0,1,0,0,76,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.73,-0.19,0.12,0.97,999.42,999.69,999.84,999.9,999.97,999.84,999.88,999.94,999.96,999.77,22286,20989.8,15983.5
 2022/09/30-09:05,3822,3835,3819,3827,50318,3831.29,3834.51,3835.6,3835.31,3831.78,50318,20391.5,21662.3,19818.29,2.54,0,4,1,0,0,0,0,1,0,0,0,1,0,0,77,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.84,-0.28,0.08,0.92,999.69,999.79,999.89,999.93,999.98,999.85,999.88,999.93,999.96,999.56,50318,23826,20391.5
