      时间,    开盘,    最高,    最低,    收盘,         成交量,LH_MAS.MA0   ,LH_MAS.M5_1  ,LH_MAS.M5_2  ,LH_MAS.M5_3  ,LH_MAS.M15_1 , VOL1.VOLUME, VOL1.MAVOL1, VOL1.MAVOL2, VOL1.MAVOL3, VOL1.LB    , VOL1.FZFL  , VOL1.分布  , VOL1.      , VOL1.      , VOL1.      , VOL1.      , VOL1.      ,LH_RQ.REDIAN,LH_RQ.GWANG ,LH_RQ.FL    ,LH_RQ.SL    ,LH_RQ.NORMAL,LH_DKCD.多头长度_S,LH_DKCD.多头长度,LH_DKCD.多头长度_L,LH_DKCD.空头长度_S,LH_DKCD.空头长度,LH_DKCD.空头长度_L,LH_SIGNAL.B     ,LH_SIGNAL.S     ,LH_KL.多头  ,LH_KL.空头  ,LH_KL.靠拢  ,LH_KT.空进攻,LH_KT.空调整,LH_KT.空中继34,LH_KT.空中继23,LH_KT.空中继12,LH_KT.抽MA4 ,LH_KT.抽MA3 ,LH_KT.抽MA2 ,LH_KT.抽MA1 ,LH_KT.超买  ,LH_KT.超买L ,LH_KT.反弹初,LH_KT.反弹中,LH_BSP.LABEL_BSP,LH_BSP.弱势  ,LH_DF_SLP.DF01  ,LH_DF_SLP.DF12  ,LH_DF_SLP.DF23  ,LH_DF_SLP.DF34  ,LH_DF_SLP.SLP0  ,LH_DF_SLP.SLP1  ,LH_DF_SLP.SLP2  ,LH_DF_SLP.SLP3  ,LH_DF_SLP.SLP4  ,LH_DF_SLP.MS0   ,LH_DF_SLP.MS1   ,LH_DF_SLP.MS2   ,LH_DF_SLP.MS3   ,LH_DF_SLP.MS0_HT,  VOL.VOLUME,  VOL.MAVOL1,  VOL.MAVOL2
 2022/08/24-11:25,705.5,707,705,705,8496,704.41,704.5,705.46,705.31,702.59,8496,11484.3,10557.45,10917.63,0.78,0,0,0,0,0,0,0,0,1,0,0,1,0,0,95,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13,-1.36,0.22,3.84,1000.25,1000.07,999.97,999.99,1000.06,1000.62,1000.19,1000.01,1000.02,1000.37,8496,10207.4,11484.3
 2022/08/24-11:30,705,705.5,702,702.5,9042,703.99,704.31,705.32,705.21,702.59,9042,10794.2,10659.03,10863.78,0.83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,96,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.46,-1.42,0.14,3.72,999.49,999.73,999.8,999.87,1000,1000.21,1000.03,999.94,999.97,999.87,9042,8619,10794.2
 2022/08/24-13:35,702,703.5,700.5,703,9922,703.77,704.19,705.2,705.14,702.6,9922,10071.5,10781.63,10752.13,0.92,0,9,0,0,0,0,0,0,1,0,0,1,0,0,97,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,-1.44,0.09,3.6,999.73,999.82,999.84,999.9,1000.01,999.99,999.95,999.9,999.94,999.61,9922,8314,10071.5
 2022/08/24-13:40,703,706,702.5,705,8270,704.04,704.27,705.19,705.14,702.64,8270,9801.7,10843.15,10689.07,0.77,0,8,0,0,0,0,0,0,0,0,0,1,0,0,98,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32,-1.31,0.08,3.54,1000.35,1000.11,999.99,999.99,1000.06,999.96,999.93,999.9,999.94,1000.04,8270,8474,9801.7
 2022/08/24-13:45,705,706.5,704,706,5710,704.48,704.43,705.23,705.16,702.69,5710,9458.8,10899.55,10660.9,0.54,0,7,0,0,0,0,0,0,0,0,0,1,0,0,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,-1.14,0.1,3.5,1000.57,1000.23,1000.06,1000.04,1000.08,1000.04,999.97,999.92,999.95,1000.46,5710,8288,9458.8
 2022/08/24-13:50,706,709.5,705.5,706.5,16288,704.93,704.63,705.29,705.21,702.76,16288,10026.9,11237.55,10658.46,1.53,0,8,0,0,0,1,0,1,0,0,0,1,0,0,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.42,-0.94,0.12,3.48,1000.6,1000.28,1000.09,1000.06,1000.09,1000.31,1000.11,999.99,1000,1000.58,16288,9846.4,10026.9
 2022/08/24-13:55,706.5,706.5,703.5,705.5,9539,705.05,704.71,705.3,705.22,702.8,9539,9282.4,11158.28,10673.56,0.89,0,8,0,0,0,0,0,0,1,0,0,1,0,0,101,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,-0.84,0.12,3.42,1000.19,1000.12,1000.01,1000.01,1000.06,1000.43,1000.19,1000.04,1000.03,1000.39,9539,9945.8,9282.4
 2022/08/24-14:00,705,706,704.5,706,6353,705.26,704.83,705.34,705.24,702.86,6353,8773,10873.67,10677.74,0.59,0,7,0,0,0,0,0,0,0,0,0,1,0,0,102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,-0.72,0.13,3.39,1000.3,1000.17,1000.05,1000.04,1000.08,1000.41,1000.2,1000.05,1000.04,1000.24,6353,9232,8773
 2022/08/24-14:05,706,706,703,704,5753,704.98,704.75,705.27,705.2,702.87,5753,8601.3,10730.28,10598.58,0.54,0,7,0,0,0,0,0,0,0,0,0,1,0,0,103,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,-0.74,0.1,3.3,999.67,999.89,999.91,999.94,1000.03,1000.19,1000.11,1000.01,1000.01,999.98,5753,8728.6,8601.3
 2022/08/24-14:10,704,705.5,703.5,704,3695,704.76,704.68,705.21,705.16,702.89,3695,8306.8,10627.15,10402.58,0.36,0,7,0,0,0,0,0,0,0,0,0,1,0,0,104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,-0.75,0.07,3.22,999.74,999.9,999.91,999.94,1000.03,999.97,1000.02,999.97,999.98,999.7,3695,8325.6,8306.8
 2022/08/24-14:15,704,705,703.5,705,3560,704.82,704.71,705.2,705.16,702.93,3560,7813.2,10611.95,10274.23,0.35,0,7,0,0,0,0,0,0,0,0,0,1,0,0,105,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,-0.69,0.06,3.16,1000.07,1000.04,999.99,999.99,1000.05,999.94,1000,999.96,999.98,999.9,3560,5780,7813.2
 2022/08/24-14:20,705,705,701.5,702.5,9195,704.3,704.5,705.07,705.07,702.92,9195,7828.5,10181.53,10274.28,0.89,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.28,-0.8,0,3.05,999.35,999.7,999.81,999.88,999.99,999.71,999.88,999.9,999.94,999.71,9195,5711.2,7828.5
 2022/08/24-14:25,702.5,703.5,701.5,702,5529,703.79,704.26,704.92,704.97,702.91,5529,7389.2,10022.78,10263.55,0.54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.67,-0.93,-0.07,2.93,999.34,999.66,999.79,999.86,999.98,999.62,999.83,999.87,999.92,999.34,5529,5546.4,7389.2
 2022/08/24-14:30,702,704,702,703.5,4776,703.73,704.19,704.85,704.92,702.92,4776,7039.8,10002.13,10242.97,0.47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.66,-0.93,-0.1,2.85,999.89,999.9,999.9,999.93,1000.01,999.66,999.83,999.87,999.91,999.62,4776,5351,7039.8
 2022/08/24-14:35,703,705.5,702.5,705,7387,704.01,704.27,704.86,704.92,702.95,7387,7207.5,9918.15,10184.65,0.73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.37,-0.84,-0.1,2.8,1000.34,1000.11,1000.01,1000,1000.05,999.73,999.84,999.88,999.92,1000.12,7387,6089.4,7207.5
 2022/08/24-14:40,704.5,706,704.5,706,4976,704.45,704.43,704.91,704.96,703,4976,6076.3,9738.35,10127.78,0.49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.03,-0.68,-0.07,2.78,1000.56,1000.23,1000.08,1000.05,1000.07,1000.03,999.98,999.94,999.96,1000.45,4976,6372.6,6076.3
 2022/08/24-14:45,706,708.5,705.5,708.5,11050,705.35,704.82,705.09,705.08,703.09,11050,6227.4,9718.92,10135.08,1.09,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.75,-0.38,0.02,2.81,1001.16,1000.55,1000.25,1000.16,1000.13,1000.49,1000.2,1000.06,1000.04,1000.86,11050,6743.6,6227.4
 2022/08/24-14:50,708,708.5,706.5,707.5,5666,705.83,705.08,705.21,705.16,703.16,5666,6158.7,9407.65,10082.37,0.56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,-0.18,0.07,2.82,1000.64,1000.36,1000.17,1000.11,1000.1,1000.67,1000.31,1000.13,1000.08,1000.9,5666,6771,6158.7
 2022/08/24-14:55,707.5,711,707,710.5,14493,706.87,705.59,705.46,705.33,703.29,14493,7032.7,9551.92,10127.35,1.43,0,0,0,0,0,1,0,0,1,0,1,0,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0.18,0.19,2.9,1001.36,1000.73,1000.37,1000.25,1000.17,1000.93,1000.47,1000.22,1000.14,1001,14493,8714.4,7032.7
 2022/08/24-15:00,710,716,709.5,716,40009,708.9,706.58,705.98,705.68,703.5,40009,10664.1,10432.25,10407.59,3.84,0,4,0,1,0,0,0,1,0,0,0,1,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28,0.86,0.42,3.1,1002.64,1001.4,1000.73,1000.5,1000.3,1001.45,1000.76,1000.38,1000.26,1002,40009,15238.8,10664.1
 2022/08/25-21:05,717.5,720,714.5,716,54009,710.47,707.48,706.47,706.02,703.7,54009,15709,11669.08,10821.46,4.99,0,5,0,1,0,0,0,1,0,1,0,0,3,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4.24,1.44,0.63,3.28,1002.11,1001.27,1000.69,1000.48,1000.29,1001.69,1000.94,1000.49,1000.33,1002.38,54009,25045.4,15709
 2022/08/25-21:10,716,717,714,714.5,15203,711.37,708.15,706.86,706.3,703.88,15203,16309.8,11984.5,10926.97,1.39,0,6,0,0,0,0,0,1,0,1,0,0,4,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.56,1.83,0.8,3.42,1001.26,1000.94,1000.55,1000.39,1000.25,1001.84,1001.09,1000.59,1000.4,1001.69,15203,25876,16309.8
 2022/08/25-21:15,714.5,715.5,712,713,13772,711.73,708.61,707.16,706.52,704.03,13772,17134.1,11568.75,11011.86,1.25,0,7,0,0,0,0,0,1,0,1,0,0,5,5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42,2.06,0.91,3.52,1000.59,1000.65,1000.42,1000.31,1000.21,1001.65,1001.07,1000.6,1000.42,1000.92,13772,27497.2,17134.1
 2022/08/25-21:20,713,716,713,715.5,11814,712.57,709.27,707.56,706.81,704.22,11814,17837.9,11460.03,11079.61,1.07,0,8,0,0,0,0,0,1,0,1,0,0,6,6,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.67,2.41,1.07,3.66,1001.17,1000.93,1000.58,1000.42,1000.27,1001.28,1000.95,1000.56,1000.4,1000.88,11814,26961.4,17837.9
 2022/08/25-21:25,716,717,715.5,716,10670,713.33,709.91,707.98,707.11,704.42,10670,18166.2,11344.15,11114.5,0.96,0,8,0,0,0,0,0,0,1,1,0,0,7,7,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.84,2.73,1.22,3.81,1001.08,1000.9,1000.58,1000.43,1000.28,1001.02,1000.86,1000.53,1000.39,1001.12,10670,21093.6,18166.2
 2022/08/25-21:30,716,718.5,715.5,716.5,13213,714.04,710.54,708.39,707.42,704.62,13213,18989.9,11401.42,11140.42,1.19,0,8,0,0,0,0,0,1,0,1,0,0,8,8,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.95,3.03,1.37,3.96,1001,1000.88,1000.59,1000.44,1000.28,1000.96,1000.84,1000.54,1000.4,1001.04,13213,12934.4,18989.9
 2022/08/25-21:35,716.5,719.5,716.5,719,13542,715.14,711.34,708.91,707.8,704.85,13542,19239.1,11548.53,10859.73,1.25,0,9,0,0,0,0,0,1,0,1,0,0,9,9,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36,3.44,1.57,4.16,1001.5,1001.13,1000.73,1000.54,1000.34,1001.19,1000.96,1000.62,1000.45,1001.25,13542,12602.2,19239.1
 2022/08/25-21:40,719,721,719,720,25112,716.22,712.17,709.45,708.2,705.1,25112,21183.7,11886.53,10895.18,2.3,0,10,1,0,0,0,0,1,0,1,0,0,10,10,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5.72,3.83,1.77,4.37,1001.48,1001.16,1000.76,1000.57,1000.36,1001.26,1001.02,1000.67,1000.49,1001.49,25112,14870.2,21183.7
 2022/08/25-21:45,720,720.5,718.5,719.5,6628,716.95,712.86,709.94,708.57,705.34,6628,20397.2,11863.05,10635.06,0.62,0,10,0,0,0,0,0,0,1,1,0,0,11,11,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76,4.13,1.93,4.56,1001.04,1000.98,1000.69,1000.52,1000.34,1001.26,1001.04,1000.69,1000.52,1001.26,6628,13833,20397.2
 2022/08/25-21:50,719.5,720,718.5,718.5,6230,717.29,713.4,710.36,708.9,705.56,6230,17019.3,11881.88,10497.22,0.59,0,10,0,0,0,0,0,0,1,1,0,0,12,12,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49,4.29,2.06,4.71,1000.55,1000.75,1000.59,1000.46,1000.31,1001.14,1001.01,1000.69,1000.52,1000.8,6230,12945,17019.3
 2022/08/25-21:55,718.5,719.5,717,718,7552,717.45,713.84,710.73,709.19,705.76,7552,12373.6,11845.03,10466.32,0.72,0,10,0,0,0,0,0,0,1,0,0,1,13,13,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09,4.38,2.17,4.84,1000.3,1000.61,1000.52,1000.42,1000.29,1000.84,1000.88,1000.64,1000.49,1000.43,7552,11812.8,12373.6
 2022/08/25-22:00,718,719,717.5,719,4492,717.79,714.33,711.13,709.52,705.98,4492,11302.5,11558.75,10441.94,0.43,0,10,0,0,0,0,0,0,0,0,0,1,14,14,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,4.51,2.28,4.98,1000.52,1000.69,1000.57,1000.45,1000.31,1000.6,1000.76,1000.59,1000.46,1000.41,4492,10002.8,11302.5
 2022/08/25-22:05,719,720,718.5,718.5,6876,717.95,714.73,711.49,709.81,706.19,6876,10612.9,11301.92,10361.63,0.66,0,10,0,0,0,0,0,0,0,0,0,1,15,15,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,4.56,2.37,5.1,1000.28,1000.56,1000.51,1000.42,1000.29,1000.41,1000.65,1000.55,1000.44,1000.4,6876,6355.6,10612.9
 2022/08/25-22:10,718.5,719.5,717.5,717.5,4547,717.85,714.99,711.79,710.06,706.38,4547,9886.2,11141.4,10311.88,0.44,0,10,0,0,0,0,0,0,0,0,0,1,16,16,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03,4.51,2.43,5.19,999.94,1000.37,1000.41,1000.36,1000.26,1000.26,1000.56,1000.5,1000.41,1000.11,4547,5939.4,9886.2
 2022/08/25-22:15,718,720,717.5,719.5,5142,718.22,715.42,712.16,710.37,706.59,5142,9333.4,11041.47,10293.43,0.5,0,10,0,0,0,0,0,0,0,0,0,1,17,17,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94,4.59,2.52,5.32,1000.51,1000.6,1000.53,1000.44,1000.31,1000.31,1000.55,1000.5,1000.41,1000.23,5142,5721.8,9333.4
 2022/08/25-22:20,720,721,717.5,718,9247,718.17,715.67,712.45,710.62,706.78,9247,8936.8,11007.47,10309.97,0.9,0,10,0,0,0,0,0,0,1,0,0,1,18,18,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,4.53,2.57,5.4,999.99,1000.34,1000.4,1000.35,1000.27,1000.18,1000.47,1000.46,1000.39,1000.25,9247,6060.8,8936.8
 2022/08/25-22:25,718.5,718.5,715.5,717,8759,717.91,715.79,712.67,710.83,706.95,8759,8458.5,10801.85,10323.42,0.85,0,9,0,0,0,0,0,0,1,0,0,1,19,19,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,4.39,2.59,5.46,999.71,1000.18,1000.31,1000.29,1000.24,1000.04,1000.37,1000.41,1000.36,999.85,8759,6914.2,8458.5
 2022/08/25-22:30,717,718.5,716.5,718.5,4057,718.04,716.05,712.95,711.08,707.14,4057,6353,10617.1,10108.39,0.4,0,9,0,0,0,0,0,0,0,0,1,0,20,20,22,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,4.36,2.63,5.54,1000.19,1000.36,1000.4,1000.35,1000.27,1000.1,1000.37,1000.41,1000.36,999.95,4057,6350.4,6353
 2022/08/25-22:35,718.5,719.5,715.5,715.5,6918,717.48,716,713.08,711.23,707.28,6918,6382,10603.3,10059.08,0.69,0,8,0,0,0,0,0,0,0,0,1,0,21,21,23,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.08,4.11,2.6,5.55,999.32,999.93,1000.17,1000.2,1000.2,999.8,1000.2,1000.32,1000.3,999.75,6918,6824.6,6382
 2022/08/25-22:40,715.5,716.5,714.5,715,8713,716.93,715.9,713.17,711.35,707.41,8713,6630.3,10655.13,10051.83,0.87,0,7,0,0,0,0,0,0,1,0,1,0,22,22,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,3.84,2.56,5.54,999.31,999.87,1000.13,1000.17,1000.18,999.63,1000.08,1000.25,1000.26,999.31,8713,7538.8,6630.3
 2022/08/25-22:45,715,716.5,714,714.5,9279,716.39,715.77,713.24,711.45,707.53,9279,6803,10674.7,10063.16,0.92,0,6,0,0,0,0,0,0,1,0,1,0,23,23,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,3.56,2.51,5.52,999.31,999.81,1000.09,1000.15,1000.17,999.53,999.99,1000.2,1000.22,999.31,9279,7545.2,6803
 2022/08/25-22:50,714,716.5,714,716.5,3897,716.41,715.84,713.4,711.62,707.67,3897,6743.5,10546.08,10036.28,0.39,0,5,0,0,0,0,0,0,0,0,1,0,24,24,26,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8,3.43,2.5,5.55,1000.01,1000.1,1000.22,1000.23,1000.21,999.49,999.93,1000.15,1000.19,999.66,3897,6572.8,6743.5
 2022/08/25-22:55,716.5,717.5,715.5,716.5,3728,716.43,715.9,713.55,711.78,707.82,3728,6428.7,10391.22,10019.16,0.37,0,4,0,0,0,0,0,0,0,0,1,0,25,25,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,3.31,2.48,5.56,1000.01,1000.09,1000.21,1000.22,1000.21,999.66,999.97,1000.16,1000.19,1000.01,3728,6507,6428.7
 2022/08/25-23:00,717,717,714,714,6884,715.89,715.72,713.57,711.85,707.92,6884,6662.4,10356.58,10052.06,0.68,0,3,0,0,0,0,0,0,0,0,1,0,26,26,28,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.24,3.02,2.41,5.52,999.31,999.75,1000.03,1000.1,1000.14,999.66,999.94,1000.14,1000.18,999.66,6884,6500.2,6662.4
 2022/08/25-09:05,714.5,718,714.5,716.5,16932,716.03,715.8,713.71,712.01,708.06,16932,7841.4,10637.13,10153.59,1.67,0,4,0,0,0,1,0,1,0,0,0,1,27,27,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,2.93,2.4,5.54,1000.14,1000.1,1000.2,1000.21,1000.2,999.87,1000.01,1000.17,1000.19,999.72,16932,8144,7841.4
 2022/08/25-09:10,716,717,713.5,714.5,8916,715.69,715.67,713.75,712.09,708.17,8916,7808.3,10452.83,10200.67,0.87,0,3,0,0,0,0,0,0,1,0,0,1,28,28,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,2.7,2.34,5.5,999.56,999.83,1000.05,1000.11,1000.15,999.75,999.94,1000.12,1000.16,999.85,8916,8071.4,7808.3
 2022/08/25-09:15,714,715,713,714.5,8252,715.42,715.56,713.79,712.17,708.27,8252,7757.6,10420.65,10242.28,0.81,0,2,0,0,0,0,0,0,1,0,0,1,0,29,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19,2.49,2.28,5.46,999.64,999.84,1000.05,1000.11,1000.15,999.66,999.88,1000.08,1000.14,999.6,8252,8942.4,7757.6
 2022/08/25-09:20,714.5,716,714,716,4824,715.55,715.6,713.9,712.29,708.4,4824,7834.3,10382.42,10245.58,0.47,0,1,0,0,0,0,0,0,0,0,0,1,0,30,32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07,2.4,2.25,5.46,1000.13,1000.06,1000.15,1000.18,1000.18,999.87,999.96,1000.11,1000.15,999.89,4824,9161.6,7834.3
 2022/08/25-09:25,716,717,714,714.5,4154,715.32,715.5,713.92,712.36,708.5,4154,7557.9,10342.45,10216.28,0.41,0,1,0,0,0,0,0,0,0,0,0,1,0,31,33,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,2.21,2.19,5.42,999.69,999.85,1000.04,1000.1,1000.14,999.76,999.9,1000.07,1000.13,999.91,4154,8615.6,7557.9
 2022/08/25-09:30,714.5,715,713.5,713.5,4066,714.91,715.31,713.9,712.4,708.59,4066,7093.2,10351.72,10172.85,0.4,0,1,0,0,0,0,0,0,0,0,1,0,0,32,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.55,1.97,2.11,5.36,999.47,999.73,999.97,1000.05,1000.12,999.73,999.87,1000.05,1000.11,999.58,4066,6042.4,7093.2
 2022/08/25-09:35,713.5,714.5,712,713.5,6685,714.6,715.14,713.88,712.44,708.67,6685,6833.8,10429.85,10190.09,0.66,0,1,0,0,0,0,0,0,0,0,1,0,0,33,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.75,1.76,2.03,5.29,999.58,999.76,999.97,1000.05,1000.11,999.72,999.85,1000.03,1000.1,999.52,6685,5596.2,6833.8
 2022/08/25-09:40,713,714.5,712.5,713.5,4695,714.36,714.98,713.87,712.47,708.75,4695,6913.6,10317.35,10187.17,0.46,0,1,0,0,0,0,0,0,0,0,1,0,0,34,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.88,1.56,1.96,5.23,999.66,999.78,999.97,1000.05,1000.11,999.6,999.78,999.99,1000.06,999.62,4695,4884.8,6913.6
 2022/08/25-09:45,713,714,712.5,712.5,4542,713.94,714.74,713.8,712.47,708.81,4542,6995,10292.67,10078.11,0.45,0,1,0,0,0,0,0,0,0,0,1,0,0,35,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.12,1.33,1.86,5.14,999.45,999.67,999.91,1000,1000.09,999.54,999.74,999.96,1000.04,999.56,4542,4828.4,6995
 2022/08/25-09:50,712.5,715.5,712.5,715.5,4148,714.29,714.82,713.88,712.57,708.92,4148,6721.4,10276.97,10000.88,0.41,0,1,0,0,0,0,0,0,0,0,1,0,0,36,38,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.74,1.31,1.84,5.13,1000.4,1000.1,1000.12,1000.14,1000.16,999.77,999.83,999.99,1000.06,999.92,4148,4827.2,6721.4
 2022/08/25-09:55,715.5,717.5,714.5,716.5,8389,714.78,714.98,714.01,712.7,709.04,8389,5867.1,10302.03,9998.94,0.84,1,1,0,0,0,0,1,0,1,0,1,0,0,37,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27,1.36,1.84,5.13,1000.6,1000.22,1000.18,1000.18,1000.18,1000.03,999.94,1000.04,1000.09,1000.5,8389,5691.8,5867.1
 2022/08/25-10:00,716.5,721,716.5,720.5,19232,716.05,715.5,714.33,712.96,709.23,19232,6898.7,10658.42,10101.98,1.9,0,2,1,0,0,0,0,1,0,0,1,0,1,38,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.77,1.65,1.92,5.22,1001.6,1000.74,1000.44,1000.36,1000.27,1000.51,1000.18,1000.16,1000.17,1001.1,19232,8201.2,6898.7
 2022/08/25-10:05,720.5,721.5,717.5,718,13113,716.48,715.74,714.51,713.12,709.38,13113,7384.8,10710,10138.54,1.29,0,3,0,0,0,1,0,1,0,0,0,1,2,39,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,1.73,1.94,5.25,1000.58,1000.33,1000.25,1000.23,1000.2,1000.79,1000.35,1000.25,1000.23,1001.09,13113,9884.8,7384.8
 2022/08/25-10:10,718,718,715.5,716,7963,716.38,715.76,714.58,713.22,709.49,7963,7698.7,10767.42,10142.44,0.79,0,3,0,0,0,0,0,0,0,0,0,1,3,40,42,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,1.66,1.91,5.23,999.9,1000.03,1000.1,1000.13,1000.15,1000.67,1000.33,1000.24,1000.23,1000.24,7963,10569,7698.7
 2022/08/25-10:15,716,716.5,715,715.5,5381,716.18,715.74,714.62,713.29,709.59,5381,7821.4,10539.63,10139,0.53,0,3,0,0,0,0,0,0,0,0,0,1,4,41,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,1.56,1.87,5.19,999.78,999.96,1000.06,1000.11,1000.14,1000.47,1000.27,1000.21,1000.21,999.84,5381,10815.6,7821.4
